"phase_id","filename","title","region","topic","document_type","primary_verdict","secondary_verdicts","historical_status","canonical","superseded_by","predecessor","successor","markdown_path","companion_csv_path","commit","created_or_recorded_date","runtime_or_static","gameplay_changed","current_relevance","summary","notes"
"HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST","HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST.md","HOTFIX-5C2E4C1E - Test runtime Sepoy A-1","india","sepoy","RUNTIME_TEST","PASS_A1_RUNTIME","HOTFIX_5C2E4C1E_A1_PRE_OPTION_1776_01_01;HOTFIX_5C2E4C1E_A1_POST_OPTION_1776_01_01;HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST;HOTFIX_5C2E4C1E_A1_RUNTIME_RESULTS","INTERMEDIATE","false","","HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP.md","HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1E_A1_RUNTIME_RESULTS.csv","53a7f48722f34d92252f64ab0c38b7eeec3568f4","2026-07-15T22:13:25Z","runtime","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION","HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION.md","HOTFIX-5C2E4C1E1 - ComplÃ©ment d'observation Sepoy A-1","india","sepoy","CORRECTION_REPORT","PASS_A1_RUNTIME_OBSERVATION_COMPLETE","HOTFIX_5C2E4C1E_A1_POST_OPTION_1776_01_01;HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION;HOTFIX_5C2E4C1E1_A1_OWNER_COMPLETION","FINAL","true","","HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST.md","HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1E1_A1_OWNER_COMPLETION.csv","0b23d4f6341ad760d7a418811bc62e50c3783786","2026-07-16T00:18:43Z","static","true","canonical/current","La sauvegarde post-option produite en C1E a été chargée une seule fois avec la copie jetable du mod. L'événement `sepoy_mutiny_events.2` n'a pas été rejoué, aucune option n'a été sélectionnée et le temps n'a pas été avancé. Les sept régions étatiques ont été ouvertes directement dans l'interface, y compris les encadrés des régions divisées. Les transferts prioritaires, génériques et le reliquat britannique sont cohérents. COO et JEY existent toujours, disposent de leur propre capitale et de leur propre marché, et ne sont plus sujets de BIC. BIC ne possède plus de territoire. La sauvegarde est restée strictement inchangée. **Verdict : `PASS_A1_RUNTIME_OBSERVATION_COMPLETE`.**","Historical report moved without content change"
"HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP","HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP.md","HOTFIX-5C2E4C1F - PrÃ©paration statique du test Sepoy A-2","india","sepoy","CORRECTION_REPORT","READY_FOR_A2_RUNTIME_TEST","HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP;HOTFIX_5C2E4C1F_A2_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1E1_SEPOY_A1_OBSERVATION_COMPLETION.md","HOTFIX_5C2E4C1G_SEPOY_A2_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1F_A2_HARNESS_MANIFEST.csv","48f84a28b3ddfe546b5a0c37763388f7735c3644","2026-07-16T03:14:10Z","static","true","supporting reference","Cette phase prépare uniquement, dans la copie jetable, un scénario A-2 destiné à tester l'option `sepoy_mutiny_events.2.a` lorsqu'un state BIC admissible à la redistribution générique n'a aucun receveur voisin valide. Le témoin retenu est la portion principale de `STATE_CEYLON`. Deux mutations manuelles et jetables suffisent. Aucun jeu, launcher ou événement Sepoy n'a été lancé pendant cette phase.","Historical report moved without content change"
"HOTFIX_5C2E4C1G_SEPOY_A2_RUNTIME_TEST","HOTFIX_5C2E4C1G_SEPOY_A2_RUNTIME_TEST.md","HOTFIX-5C2E4C1G - Test runtime Sepoy A-2","india","sepoy","RUNTIME_TEST","PASS_A2_RUNTIME","","FINAL","true","","HOTFIX_5C2E4C1F_SEPOY_A2_STATIC_SETUP.md","HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1G_SEPOY_A2_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1G_A2_RUNTIME_RESULTS.csv","15b866ac28c4286b48abedaff4ea5fadfaf38909","2026-07-16T04:32:30Z","runtime","false","canonical/current","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP","HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP.md","HOTFIX-5C2E4C1H - PrÃ©paration statique Sepoy A-3","india","sepoy","CORRECTION_REPORT","READY_FOR_A3_RUNTIME_TEST","HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP;HOTFIX_5C2E4C1H_A3_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1G_SEPOY_A2_RUNTIME_TEST.md","HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1H_A3_HARNESS_MANIFEST.csv","6d84956689fa71ba05c5d2f35cfeb930261cec1e","2026-07-16T08:43:49Z","static","true","supporting reference","Cette phase prépare exclusivement un harnais jetable A-3 pour observer la redistribution générique de l'option `sepoy_mutiny_events.2.a` lorsqu'une portion BIC possède exactement deux receveurs voisins valides. Le témoin retenu est la portion BIC de `STATE_BUNDELKHAND`. Les deux seuls receveurs admissibles sont `MARATH` (Confédération marathe) et `NAG` (Nagpur). La baseline 1776 fournit déjà cette topologie. Aucune mutation territoriale n'est nécessaire : l'option de préparation pose uniquement le marqueur country-scoped `zz_sepoy_test_a3_ready`. Le jeu et le launcher n'ont pas été lancés.","Historical report moved without content change"
"HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST","HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST.md","HOTFIX-5C2E4C1I - Test runtime Sepoy A-3","india","sepoy","RUNTIME_TEST","PASS_A3_RUNTIME","HOTFIX_5C2E4C1I_A3_PRE_OPTION_1776_01_01;HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST;HOTFIX_5C2E4C1I_A3_RUNTIME_RESULTS","FINAL","true","","HOTFIX_5C2E4C1H_SEPOY_A3_STATIC_SETUP.md","HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1I_A3_RUNTIME_RESULTS.csv","2002b5d954915d01905c163d34b1c3aff8d09507","2026-07-17T00:09:06Z","runtime","false","canonical/current","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP","HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP.md","HOTFIX-5C2E4C1I1 - Nettoyage des tooltips du harnais A-3","india","sepoy","CORRECTION_REPORT","PASS_A3_TOOLTIP_CLEAN;EXPECTED_DESCRIPTOR_DIFFERENCE;HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP","PASS_A3_TOOLTIP_CLEAN;HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP;HOTFIX_5C2E4C1I1_A3_TOOLTIP_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1I_SEPOY_A3_RUNTIME_TEST.md","HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1I1_A3_TOOLTIP_MANIFEST.csv","65538e1a57be691e735861444e577d57c87debc0","2026-07-17T19:27:53Z","static","true","supporting reference","Cette micro-phase corrige uniquement la description automatique de six conditions du harnais jetable A-3. Les conditions restent évaluées, mais leur détail de scope est désormais masqué derrière trois `custom_tooltip` localisés. Les tests runtime BIC et GBR sont concluants et aucun diagnostic A-3 ne subsiste dans les logs frais. **Verdict : `PASS_A3_TOOLTIP_CLEAN`.**","Historical report moved without content change"
"HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP","HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP.md","HOTFIX-5C2E4C1J - PrÃ©paration statique du test Sepoy B-1","india","sepoy","CORRECTION_REPORT","READY_FOR_B1_RUNTIME_TEST;TECHNICALLY_REQUIRED","HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP;HOTFIX_5C2E4C1J_B1_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP.md","HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1J_B1_HARNESS_MANIFEST.csv","4e5af04aff54610e9b0b921d68a3e8546e9c87b8","2026-07-17T21:02:42Z","static","true","supporting reference","Cette phase prépare un harnais jetable pour tester manuellement l'option `sepoy_mutiny_events.2.b`, la retraite de BIC vers le Bengale. La baseline 1776 satisfait déjà le trigger d'accès : aucune mutation territoriale n'est nécessaire. Le harnais pose seulement `zz_sepoy_test_b1_ready`, puis ouvre l'événement réel sans sélectionner d'option. Verdict statique : **READY_FOR_B1_RUNTIME_TEST**.","Historical report moved without content change"
"HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST","HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST.md","HOTFIX-5C2E4C1K - Test runtime Sepoy B-1","india","sepoy","RUNTIME_TEST","FAIL_B1_BENGAL_CORE_LOST;INCONCLUSIVE_ZERO_BASELINE","FAIL_B1_BENGAL_CORE_LOST;HOTFIX_5C2E4C1K_B1_PRE_OPTION_1776_01_01;HOTFIX_5C2E4C1K_B1_POST_OPTION_1776_01_01;HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST;HOTFIX_5C2E4C1K_B1_RUNTIME_RESULTS","FAILED_TEST","false","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","HOTFIX_5C2E4C1J_SEPOY_B1_STATIC_SETUP.md","HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1K_B1_RUNTIME_RESULTS.csv","ccb293c33e6fa759a182430c0147cc4f041e39c6","2026-07-17T22:54:46Z","runtime","false","historical evidence","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX","HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX.md","HOTFIX-5C2E4C1L â€” Correction du noyau bengali B-1","india","sepoy","CORRECTION_REPORT","READY_FOR_B1_FIX_RUNTIME_TEST;TECHNICALLY_REQUIRED","HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX;HOTFIX_5C2E4C1L_B1_FIX_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1K_SEPOY_B1_RUNTIME_TEST.md","HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1L_B1_FIX_MANIFEST.csv","fbb7bc235498fc6b60619e624ac1a42ab8bdef2c","2026-07-18T09:33:40Z","static","true","supporting reference","La correction minimale de `sepoy_mutiny_events.2.b` exclut désormais les portions BIC de `STATE_WEST_BENGAL` et `STATE_EAST_BENGAL` des deux ensembles de redistribution générique : garde de boucle et sélection. Le harnais B-1 jetable ajoute avant l'ouverture de l'événement une baseline déterministe de 1 % de radicaux aux pops hindoues et sunnites des portions BIC des deux Bengales. Aucun test runtime n'a été lancé. Verdict statique : **READY_FOR_B1_FIX_RUNTIME_TEST**.","Historical report moved without content change"
"HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST","HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST.md","HOTFIX-5C2E4C1M â€” Validation runtime condensÃ©e de la correction B-1","india","sepoy","RUNTIME_TEST","FAIL_B1_FIX_RADICAL_BASELINE;BLOCKED_B1_FIX_BASELINE_CHANGED;PASS_B1_FIX_RUNTIME","FAIL_B1_FIX_RADICAL_BASELINE;HOTFIX_5C2E4C1M_B1_FIX_PRE_OPTION_1776_01_01;HOTFIX_5C2E4C1M_B1_FIX_POST_OPTION_1776_01_01;BLOCKED_B1_FIX_BASELINE_CHANGED;PASS_B1_FIX_RUNTIME;HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST;HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_RESULTS","FAILED_TEST","false","","HOTFIX_5C2E4C1L_B1_BENGAL_CORE_FIX.md","HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_RESULTS.csv","f881fec704858bf80448a130593a7d610866ab11","2026-07-18T22:57:49Z","runtime","false","historical evidence","La correction territoriale de `sepoy_mutiny_events.2.b` réussit en runtime : BIC conserve ses portions de West Bengal et East Bengal, la boucle termine, les autres transferts observés restent cohérents et COO/JEY deviennent indépendants. En revanche, la préparation B-1 laisse les radicaux à zéro et l'effet final de 2.b ne produit aucune hausse visible. Verdict obligatoire : **`FAIL_B1_FIX_RADICAL_BASELINE`**. Sous-résultat territorial : **PASS**.","Historical report moved without content change"
"HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT","HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT.md","HOTFIX-5C2E4C1N â€” Audit mÃ©dico-lÃ©gal des radicaux B-1","india","sepoy","FORENSIC_AUDIT","SAVE_EVIDENCE_INCONCLUSIVE;BLOCKED_B1_RADICAL_CAUSE_UNPROVEN;UI_REFRESH_REQUIRED","BLOCKED_B1_RADICAL_CAUSE_UNPROVEN;HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT;HOTFIX_5C2E4C1N_B1_RADICAL_AUDIT_MANIFEST","INCONCLUSIVE","false","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","HOTFIX_5C2E4C1M_B1_FIX_RUNTIME_TEST.md","HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1N_B1_RADICAL_AUDIT_MANIFEST.csv","4f939271a52710b749f3bdd9a67da6eabf501ee1","2026-07-18T23:34:04Z","static","false","historical evidence","L’audit confirme que le harnais B-1 appelle bien `add_radicals_in_state` dans les region states BIC de West Bengal et East Bengal avant de poser `zz_sepoy_test_b1_ready`. Les deux religions ciblées existent en grand nombre dans ces states. Les deux appels gameplay finaux de `sepoy_mutiny_events.2.b` reprennent exactement une API, un scope state, des filtres religieux et une valeur nommée attestés dans la vanilla Victoria 3 1.13. Les trois sauvegardes sont toutefois toutes au `tick=0`, le 1er janvier 1776. Leurs données sérialisées donnent 0 radical BIC avant préparation, 0 après la préparation et 0 après 2.b. Le bloc BIC `pop_radicals_and_loyalists_statistics` est textuellement identique dans les trois sauvegardes fondues, et les 110 objets de pops hindoues/sunnites appartenant aux portions BIC des deux Bengales sont strictement identiques entre C1M pré-option et C1M post-option. Cela prouve l’absence de changement radical sérialisé, mais pas la raison de l’absence d’effet. Cause classée : **`SAVE_EVIDENCE_INCONCLUSIVE`**. Aucun script n’est modifié. Verdict : **`BLOCKED_B1_RADICAL_CAUSE_UNPROVEN`**.","Historical report moved without content change"
"HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST","HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST.md","HOTFIX-5C2E4C1O â€” Test runtime discriminant du tick radical B-1","india","sepoy","RUNTIME_TEST","FAIL_B1_RADICAL_BASELINE_AFTER_TICK;DEFERRED_UNTIL_SECOND_DAILY_TICK","FAIL_B1_RADICAL_BASELINE_AFTER_TICK;HOTFIX_5C2E4C1O_B1_RADICAL_TICK0_AFTER_PREP_1776_01_01;HOTFIX_5C2E4C1O_B1_RADICAL_TICK1_1776_01_02;HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST;HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RESULTS","FAILED_TEST","false","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","HOTFIX_5C2E4C1N_B1_RADICAL_FORENSIC_AUDIT.md","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RESULTS.csv","a41b0bea1215a279343eea29190bdd42757c5b96","2026-07-19T00:40:33Z","runtime","false","historical evidence","Le test runtime a été exécuté dans une seule session BIC avec la copie jetable du mod. La baseline radicale est restée à zéro au premier tick journalier du 2 janvier 1776. Conformément au protocole, `sepoy_mutiny_events.2` et son option 2.b n'ont pas été exécutés. L'analyse de la seconde sauvegarde apporte une précision importante : malgré son nom `...1776_01_02`, elle a été écrite au 3 janvier 1776. Son historique `trend_radicals` prouve 0 au 1er janvier, 0 au 2 janvier, puis 383 338 au 3 janvier. La préparation B-1 avait déjà sérialisé au tick 0 un signal interne `radicals_increase=3.83013`, mais la valeur nationale n'a été matérialisée qu'au second tick journalier. Verdict : **FAIL_B1_RADICAL_BASELINE_AFTER_TICK**.","Historical report moved without content change"
"HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","HOTFIX-5C2E4C1P â€” Validation runtime finale des radicaux de lâ€™option Sepoy 2.b","india","sepoy","RUNTIME_TEST","PASS_B1_RADICAL_2B_RUNTIME_PARTIAL_UI","HOTFIX_5C2E4C1P_B1_RADICAL_PRE_2B_1776_01_03;HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST;HOTFIX_5C2E4C1P_B1_RADICAL_2B_RESULTS","FINAL","true","","HOTFIX_5C2E4C1O_B1_RADICAL_TICK_RUNTIME_TEST.md","HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1P_B1_RADICAL_2B_RESULTS.csv","1ef66f340ef3ccb53f6d19d8868da2ffe6a408a1","2026-07-20T00:05:23Z","runtime","false","canonical/current","Le test B-1 a été exécuté dans une seule session BIC avec la seule copie jetable active. La baseline de 1 % vaut 0 au 1er janvier après préparation, 0 au 2 janvier, puis 383 338 radicaux nationaux sérialisés au 3 janvier. L’événement réel `sepoy_mutiny_events.2` a ensuite été ouvert manuellement et seule l’option 2.b, « Le fort William doit tenir bon », a été sélectionnée. Le compteur UI, `population_radicals`, `trend_radicals` et les agrégats des deux states restent à la baseline jusqu’au 5 janvier. En revanche, la sauvegarde post-2.b immédiate prouve une mutation radicale sérialisée dans les objets de pops ciblés : la somme de `loyalists_and_radicals` passe de `-3.83315` à `-42.13557`, soit un delta de `-38.30242`. Le même delta apparaît dans `radicals_increase`, qui passe de `3.83577` à `42.13819`. L’échelle interne est confirmée empiriquement par la baseline : `3.83315 × 100 000` correspond aux 383 273 radicaux des deux states BIC. L’effet 2.b représente donc environ 3 830 242 radicaux supplémentaires sérialisés immédiatement au niveau des pops. West Bengal BIC et East Bengal BIC restent possédés par BIC, la boucle termine, BIC reste jouée et aucun diagnostic runtime direct ne vise B-1 ou 2.b. Classification temporelle : **IMMEDIATE au niveau des objets de pops et du signal interne, agrégats nationaux/state et UI non rafraîchis au 5 janvier**. Verdict : **PASS_B1_RADICAL_2B_RUNTIME_PARTIAL_UI**.","Historical report moved without content change"
"HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP","HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP.md","HOTFIX-5C2E4C1Q â€” Audit et prÃ©paration statique du scÃ©nario Sepoy C-1","india","sepoy","CORRECTION_REPORT","READY_FOR_C1_RUNTIME_TEST","HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP;HOTFIX_5C2E4C1Q_C1_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1P_B1_RADICAL_2B_RUNTIME_TEST.md","HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1Q_C1_HARNESS_MANIFEST.csv","63ad91eacd20df62a42d9367c6b6ad6848cd3109","2026-07-20T00:51:35Z","static","true","supporting reference","Cette phase prépare, sans lancer Victoria 3 ni son launcher, un harnais jetable pour tester manuellement `sepoy_mutiny_events.2.c`, la retraite vers Madras. La portion française à une province de `STATE_MADRAS` est transférée à BIC par une unique mutation territoriale. Une baseline déterministe de 1 % est ensuite appliquée aux pops hindoues et sunnites de cette seule portion BIC. Le fichier Sepoy, le gameplay du fork et tous les harnais antérieurs restent inchangés.","Historical report moved without content change"
"HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST","HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST.md","HOTFIX-5C2E4C1R â€” Test runtime Sepoy C-1, retraite vers Madras","india","sepoy","RUNTIME_TEST","FAIL_C1_MADRAS_CORE_LOST;BLOCKED_DUPLICATE_MODS_ENABLED;FAIL_C1_RADICAL_EFFECT;FAIL_C1_RUNTIME_ERROR","FAIL_C1_MADRAS_CORE_LOST;BLOCKED_DUPLICATE_MODS_ENABLED;HOTFIX_5C2E4C1R_C1_PRE_2C_1776_01_03;FAIL_C1_RADICAL_EFFECT;FAIL_C1_RUNTIME_ERROR;HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST;HOTFIX_5C2E4C1R_C1_RUNTIME_RESULTS","FAILED_TEST","false","HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST.md","HOTFIX_5C2E4C1Q_SEPOY_C1_STATIC_SETUP.md","HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1R_C1_RUNTIME_RESULTS.csv","8bd3f005b7d892cc120d2af88b55dbe4e6de559b","2026-07-20T03:09:44Z","runtime","false","historical evidence","Le test C-1 a été exécuté dans une seule session BIC avec la seule copie Disposable active. La préparation transfère correctement la province `xABADB1` de FRA à BIC et prépare une baseline radicale profonde malgré un affichage UI nul. L'option `sepoy_mutiny_events.2.c` est disponible et sélectionnée manuellement. La boucle termine, mais elle transfère ensuite la portion préparée à PUD. BIC perd toute présence dans `STATE_MADRAS`. Le verdict principal est **FAIL_C1_MADRAS_CORE_LOST**.","Historical report moved without content change"
"HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX","HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX.md","HOTFIX-5C2E4C1S â€” Correction statique du noyau Madras de lâ€™option 2.c","india","sepoy","CORRECTION_REPORT","READY_FOR_C1_FIX_RUNTIME_TEST","HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX;HOTFIX_5C2E4C1S_C1_FIX_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1R_SEPOY_C1_RUNTIME_TEST.md","HOTFIX_5C2E4C1T_SEPOY_C1_FIX_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1S_C1_MADRAS_CORE_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1S_C1_FIX_MANIFEST.csv","4d6fc3602f792a534a8ef6482eb82cd19c051c91","2026-07-20T04:02:52Z","static","true","supporting reference","La redistribution générique de `sepoy_mutiny_events.2.c` pouvait sélectionner toute portion BIC de `STATE_MADRAS`, alors que cette option doit laisser à BIC son noyau de retraite à Madras. La correction ajoute le même filtre `NOR` dans la garde du `while` et dans le `random_scope_state`. Six lignes sont ajoutées, sans remplacement ni suppression. Le verdict statique est **READY_FOR_C1_FIX_RUNTIME_TEST**.","Historical report moved without content change"
