"tag","cleanup2c1_status","runtime_observation","name_problem","title_problem","company_problem","hotfix_action","exact_character_after_hotfix","exact_title_after_hotfix","government_after_hotfix","company_cadre_after_hotfix","deferred_status","files_touched","static_validation","notes"
"HDJ","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Surur ibn Musa'id","Sharif and Emir of Mecca","gov_cleanup2c1_hdj","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Surur held office 1773–1788."
"LAH","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Fadl II ibn Abd al-Karim al-Abdali","Sultan","gov_cleanup2c1_lah","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Fadl II is listed as ruler from 1775 to 1791; reliable birth data was not found."
"OMA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Ahmad bin Said al-Busaidi","Imam","gov_cleanup2c1_oma","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled from 1744 until 1783."
"ZAI","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","al-Mansur Ali I","Imam","gov_cleanup2c1_zai","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He succeeded in 1775 and remained imam until 1809."
"HAW","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","MAP_POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","Kamehameha's archipelagic unification post-dates 1776; a unified Hawaiian Kingdom is anachronistic at start."
"KAU","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","A centralized territorial state with one ruler is not supported for 1776."
"PLY","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Tu (Otoo)","Paramount chief","gov_cleanup2c1_ply","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","The French protectorate is a 19th-century development; European observers later called Tū/Otoo king, but in 1776 paramount chief is safer."
"UNT","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","MAP_POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","He Whakaputanga / United Tribes belongs to 1835, not 1776."
"AWA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Asaf-ud-Daula","Nawab-Wazir","gov_cleanup2c1_awa","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He succeeded Shuja-ud-Daula after the latter's death in January 1775."
"BHU","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Kunga Rinchen","Druk Desi","gov_cleanup2c1_bhu","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Kunga Rinchen is listed for 1773–1776; exact transition date within 1776 remains uncertain."
"BHV","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Wakhatsinhji Akherajji","Thakur Sahib","gov_cleanup2c1_bhv","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled 1772–1816; exact title localisation should follow the state/dynasty source packet."
"COC","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Rama Varma VIII","Raja","gov_cleanup2c1_coc","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Rama Varma VIII ruled 1775–1790; Sakthan Thampuran succeeded later."
"COO","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Dhairyendra Narayan","Maharaja","gov_cleanup2c1_coo","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He resumed rule in 1775 after release and remained ruler into the early 1780s."
"GAR","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Lalit Shah","Raja","gov_cleanup2c1_gar","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Lalit Shah ruled 1772–1780."
"GWA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Mahadji Shinde","Sardar","gov_cleanup2c1_gwa","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Mahadji had led the Scindia house since the late 1760s."
"JEY","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Vikram Dev I","Raja","gov_cleanup2c1_jey","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Chronologies commonly place Vikram Dev in office 1758–1781."
"KHP","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Shivaji II","Chhatrapati","gov_cleanup2c1_khp","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Rani Jijibai's regency ended before 1776; Shivaji II was the ruler at start."
"KNO","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Munawar Khan","Nawab","gov_cleanup2c1_kno","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler lists place Munawar Khan in office from 1751 to 1792; birth date not securely established."
"MLD","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Muhammad Mu'izz al-Din","Sultan","gov_cleanup2c1_mld","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler lists place him in office 1774–1779."
"NAG","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Mudhoji Bhonsle","Regent","gov_cleanup2c1_nag","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Mudhoji I won the regency struggle by 1775 and governed on behalf of the infant Raghoji II; no exact birth date is invented."
"NEP","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Pratap Singh Shah","King","gov_cleanup2c1_nep","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He reigned from January 1775 to November 1777."
"PAN","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Jassa Singh Ahluwalia","Jathedar","gov_cleanup2c1_pan","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Do not title Jassa Singh King of Punjab; the unified Sikh Empire belongs to a later period."
"PUD","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Raghunatha Tondaiman","Raja","gov_cleanup2c1_pud","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled 1769–1789."
"SAT","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Rajaram II","Chhatrapati","gov_cleanup2c1_sat","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Rajaram II remained Chhatrapati until 1777 while practical Maratha power lay with the Peshwa establishment."
"SIK","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Phuntsog Namgyal II","Chogyal","gov_cleanup2c1_sik","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled 1733–1780."
"SIN","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Ghulam Nabi Kalhoro","Mian","gov_cleanup2c1_sin","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Provincial/official chronologies place Mian Ghulam Nabi in 1775–1776."
"TIB","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Demo Tulku received generated name material and the Dalai Lama ruler title instead of Regent.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Demo Tulku; nominal child authority/heir: Jamphel Gyatso","Regent; Jamphel Gyatso retains Dalai Lama identity","gov_cleanup2c1_tib","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Demo Tulku governed until 1777; the Dalai Lama was still a minor/young ruler in the regency framework."
"TRA","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Karthika Thirunal Rama Varma","Maharaja","gov_cleanup2c1_tra","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He ruled 1758–1798."
"ACE","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Alauddin Mahmud Syah I","Sultan","gov_cleanup2c1_ace","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Mahmud Syah was restored in 1773 and remained ruler through 1776."
"BAL","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Not individually captured in the first user runtime; covered by the same static construction audit.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","MAP_POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","The Dewa Agung of Klungkung had prestige but not unitary sovereign control over all Bali."
"BLG","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Wira Amir","Sultan","gov_cleanup2c1_blg","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ruler lists place Wira Amir in office 1731–1777."
"BNJ","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Tahmidullah II","Sultan","gov_cleanup2c1_bnj","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Tahmidullah II ruled 1761–1801."
"BRU","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Omar Ali Saifuddin I","Sultan","gov_cleanup2c1_bru","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","He reigned 1740–1778."
"BTN","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","La Jampi","Sultan","gov_cleanup2c1_btn","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Available ruler chronologies place La Jampi in office 1763–1788."
"BUR","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Hsinbyushin","King","gov_cleanup2c1_bur","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Hsinbyushin died 10 June 1776, so he is unambiguously the start-date ruler."
"CAM","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Ang Non II","King","gov_cleanup2c1_cam","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Ang Non II reigned 1775–1779 and was aligned with Siam; a simple Dai Nam tributary relationship is not supported for the whole period."
"CHP","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Sayakumane","Chao","gov_cleanup2c1_chp","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Sayakumane ruled 1737–1791; Siamese conquest came in 1779."
"CMI","IMPLEMENTED_PACKET_AUTHORIZED_REPRESENTATION","Not individually captured in the first user runtime; covered by the same static construction audit.","YES -- omitted last_name allowed procedural cultural surname/dynasty completion","YES/RISK -- government eligibility depended on a character marker set only in on_created","NO","Added explicit empty localized last-name component; removed late on_created marker from government eligibility so the tag-specific office wins at initialization.","Phraya Wichianprakarn","Governor of Chiang Mai","gov_cleanup2c1_cmi","NOT_APPLICABLE","NOT_DEFERRED","common/history/characters/cleanup2c1 - non europe rulers 1776.txt; common/government_types/00_cleanup2c1_non_europe.txt; localization/english/cleanup2c1_non_europe_rulers_l_english.yml; localization/french/cleanup2c1_non_europe_rulers_l_french.yml","PASS","Chiang Mai was abandoned in 1776; representing a stable normal vassal state is misleading."
"DAI","INTENTIONAL_PROCEDURAL_OR_STRUCTURAL_DEFERRED","Engine-generated ruler observed; explicitly expected and not a bug.","NOT_APPLICABLE -- procedural/deferred identity intentionally retained","NOT_APPLICABLE -- procedural/deferred title intentionally retained","NO","None; preserved exactly as deferred/procedural.","Engine-generated placeholder retained; no historical identity forced","Engine procedural title retained","Existing effective government retained","NONE","MAP_POLITICAL_STRUCTURE_REWORK_DEFERRED","None (content preserved)","PASS -- deferred identity not forced","In 1776 the Lê/Trịnh north, Nguyễn south and Tây Sơn movement cannot honestly be collapsed into one unified sovereign."
