tech_id,tech_name,localization_description,category,vanilla_era,technology_definition_file,icon,icon_exists,shared_icon,name_localization_exists,description_localization_exists,name_localization_source,description_localization_source,localization_validation,vanilla_prerequisites,vanilla_ai_weight,ai_weight_class,vanilla_direct_modifiers,scripted_modifiers_or_effects,other_direct_properties,can_research,unlock_count,unlock_summary,reference_count,reference_summary,current_mod_status,definition_delta,prerequisite_delta,modifier_delta,unlock_delta,ai_weight_delta,localization_delta,historical_concept,historical_window_estimate,early_tree_relevance,best_matching_v1_branch,best_matching_v1_node,secondary_matching_nodes,overlap_class,primary_action,secondary_actions,recommended_target_era,recommended_prerequisite_changes,recommended_unlock_changes,historical_problem,gameplay_problem,duplication_problem,implementation_risk,hardcoded_or_engine_sensitive,naval_great_wave_dependency,defer_to_tech_1b,regionalization_candidate,ai_weight_rework_risk,confidence,notes,source_definition_file
realism,Realism,"An artistic movement seeking to portray reality accurately, avoiding romanticizing or exaggerating the subject. It often focuses on contemporary everyday life of people of varying class and profession.",Society,era_2,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/realism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:376,localization/english/inventions_l_english.yml:377,OK,romanticism,value = 1,STATIC,country_prestige_mult=0.05,NONE,NONE,yes(default),7,journal_entries=4; production_methods=3,33,EVENT_CONDITION=16; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=7; LOCALIZATION_ONLY=2; PM_REQUIREMENT=3; PREREQUISITE=1; TRIGGER=3,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=24,NONE,NONE,"An artistic movement seeking to portray reality accurately, avoiding romanticizing or exaggerating the subject. It often focuses on contemporary everyday life of people of varying class and profession.",Mostly c. 1836-1860,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_2 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:672
anarchism,Anarchism,"A political ideology promoting self-governance and opposition to authority. Anarchism seeks to do away with the state and other institutions which rule over people against their will, replacing them with voluntary associations.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/anarchy.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:73,localization/english/inventions_l_english.yml:74,OK,egalitarianism,value = 1 if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = 1 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda has_strategy = ai_strategy_maintain_mandate_of_heaven } } add = -0.5 },POLITICAL_CONDITIONAL,NONE,NONE,NONE,yes(default),8,journal_entries=6; laws=1; parties=1,32,EVENT_CONDITION=11; JOURNAL_REQUIREMENT=6; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=10; UNLOCK=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=13,NONE,NONE,"Early Socialism & Cooperativism; A political ideology promoting self-governance and opposition to authority. Anarchism seeks to do away with the state and other institutions which rule over people against their will, replacing them with voluntary associations.",1810s–1830s,CROSS_PERIOD,Society V1,early_socialism_cooperativism,NONE,PARTIAL,KEEP,NONE,ERA VI,Rewire toward V1 prerequisite logic: organized_reform_movements; classical_political_economy,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,"PARTIAL overlap with early_socialism_cooperativism: Related radical current, mostly post-1836 as explicit doctrine.",MEDIUM,NO,NO,NO,NO,NO,MEDIUM,"Related radical current, mostly post-1836 as explicit doctrine.",common/technology/technologies/30_society.txt:989
camera,Camera,Through a complex chemical process it is possible to capture reality itself in a single moment. An instant painting.,Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/camera.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:126,localization/english/inventions_l_english.yml:127,OK,realism,value = 1,STATIC,country_prestige_mult=0.05,NONE,NONE,yes(default),5,journal_entries=4; production_methods=1,69,EVENT_CONDITION=17; EVENT_EFFECT=1; GUI_ONLY=43; JOURNAL_REQUIREMENT=4; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=22,NONE,NONE,Through a complex chemical process it is possible to capture reality itself in a single moment. An instant painting.,Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1261
civilizing_mission,Civilizing Mission,"It falls on our great nation's shoulders to shine the light of modernity into every uncivilized corner of the world, to educate and instill in the less developed peoples the divine values of our glorious culture.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/civilizing_mission.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:146,localization/english/inventions_l_english.yml:147,OK,quinine;nationalism,value = 1 if = { limit = { navy_size >= 25 is_country_type = recognized } add = 1 } if = { limit = { has_strategy = ai_strategy_colonial_expansion } add = 1 },MILITARY_CONDITIONAL,country_institution_colonial_affairs_max_investment_add=1;country_infamy_generation_against_unrecognized_mult=-0.25,NONE,NONE,yes(default),16,buildings=1; company_types=1; decrees=1; journal_entries=7; laws=5; treaty_articles=1,47,BUILDING_REQUIREMENT=1; COMPANY_REQUIREMENT=2; EVENT_CONDITION=4; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=7; LAW_REQUIREMENT=5; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=22; UNLOCK=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=16,NONE,NONE,"It falls on our great nation's shoulders to shine the light of modernity into every uncivilized corner of the world, to educate and instill in the less developed peoples the divine values of our glorious culture.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:951
corporatism,Corporatism,"An approach towards social relations based on collaboration between different corporate groups in society, with the ultimate goal of superseding conflict between classes.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/corporatism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:633,localization/english/inventions_l_english.yml:634,OK,labor_movement;nationalism,value = 1 if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = -0.5 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda } } add = 1.5 },POLITICAL_CONDITIONAL,state_radicals_from_political_movements_mult=-0.1,if = { limit = { NOT = { has_variable = corporatism_researched } } set_variable = corporatism_researched ig:ig_devout ?= { remove_ideology = ideology_pious add_ideology = ideology_corporatist } } if = { limit = { OR = { country_has_primary_culture = cu:spanish country_has_primary_culture = cu:catalan country_has_primary_culture = cu:basque } } custom_tooltip = { text = carlist_amended_tt every_character = { limit = { has_ideology = ideology:ideology_carlist OR = { owner ?= ROOT home_country ?= ROOT } } set_ideology = ideology:ideology_carlist_2 } every_political_movement = { limit = { has_core_ideology = ideology:ideology_carlist_movement } set_core_ideology = ideology_carlist_movement_2 } every_interest_group = { limit = { has_ideology = ideology:ideology_carlist_ig } remove_ideology = ideology_carlist_ig add_ideology = ideology_carlist_ig_2 } } } if = { limit = { country_has_primary_culture = cu:portuguese } custom_tooltip = { text = miguelist_amended_tt every_character = { limit ...,NONE,yes(default),7,journal_entries=3; laws=4,61,EVENT_CONDITION=1; JOURNAL_REQUIREMENT=3; LAW_REQUIREMENT=4; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=50,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=5,NONE,NONE,"An approach towards social relations based on collaboration between different corporate groups in society, with the ultimate goal of superseding conflict between classes.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1073
feminism,Feminism,"Feminism is an ideology concerned with advancing social, economic, and political equality for women. Feminists believe that women should have the same legal rights as men to own property, work, and participate in politics.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/feminism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:108,localization/english/inventions_l_english.yml:109,OK,human_rights,value = 1 if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = 1 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda has_strategy = ai_strategy_maintain_mandate_of_heaven } } add = -0.5 },POLITICAL_CONDITIONAL,country_institution_social_security_max_investment_add=1,if = { limit = { NOT = { has_variable = feminism_researched } } set_variable = feminism_researched custom_tooltip = { text = liberal_and_egalitarian_amended_tt every_interest_group = { limit = { has_ideology = ideology:ideology_liberal } remove_ideology = ideology_liberal add_ideology = ideology_liberal_modern } every_interest_group = { limit = { has_ideology = ideology:ideology_egalitarian } remove_ideology = ideology_egalitarian add_ideology = ideology_egalitarian_modern } } },NONE,yes(default),4,journal_entries=2; laws=2,23,EVENT_CONDITION=4; JOURNAL_REQUIREMENT=2; LAW_REQUIREMENT=2; LOCALIZATION_ONLY=2; TRIGGER=13,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=6,NONE,NONE,"Universal Rights & Citizenship Discourse; Feminism is an ideology concerned with advancing social, economic, and political equality for women. Feminists believe that women should have the same legal rights as men to own property, work, and participate in politics.",1770s–1790s,CROSS_PERIOD,Society V1,universal_rights_discourse,NONE,PARTIAL,KEEP,NONE,ERA IV,Rewire toward V1 prerequisite logic: constitutional_government; periodical_print_networks,Preserve indexed unlocks initially; retime/rewire after dependency review.,Broad or inherited capability needs differentiated pre-1836 timing.,No blocking code defect identified; preserve current role pending integration.,PARTIAL overlap with universal_rights_discourse: Women's-rights movements overlap but are not exhausted by universal rights.,MEDIUM,NO,NO,NO,NO,NO,MEDIUM,Women's-rights movements overlap but are not exhausted by universal rights.,common/technology/technologies/30_society.txt:867
human_rights,Human Rights,"Embracing the idea of universal, inalienable rights for all people invites new concepts into the nation's social and political venues.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/human_rights.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:611,localization/english/inventions_l_english.yml:612,OK,egalitarianism,value = 1 if = { limit = { has_strategy = ai_strategy_progressive_agenda } add = 0.5 } if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = 1 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda has_strategy = ai_strategy_maintain_mandate_of_heaven } } add = -0.5 },POLITICAL_CONDITIONAL,country_institution_social_security_max_investment_add=1,NONE,NONE,yes(default),23,journal_entries=5; law_groups=8; laws=10,27,JOURNAL_REQUIREMENT=5; LAW_REQUIREMENT=18; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=6,NONE,NONE,"Universal Rights & Citizenship Discourse; Embracing the idea of universal, inalienable rights for all people invites new concepts into the nation's social and political venues.",1770s–1790s,DIRECT_1700_1836,Society V1,universal_rights_discourse,NONE,EXACT,REPLACE,REWIRE;RETIME,ERA IV,Rewire toward V1 prerequisite logic: constitutional_government; periodical_print_networks,Transfer indexed unlocks to the replacement after semantic and AI validation.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"25 indexed relations and 27 occurrences make REPLACE an integration task, not a label-only edit.",EXACT overlap with universal_rights_discourse: Same rights-and-citizenship discourse.,HIGH,NO,NO,NO,NO,YES,HIGH,Same rights-and-citizenship discourse.,common/technology/technologies/30_society.txt:821
identification_documents,Identification Documents,"By creating documents identifying citizens of a country, it is much easier to keep track of them.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/identification_documents.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:254,localization/english/inventions_l_english.yml:255,OK,central_archives,value = 1,STATIC,state_tax_capacity_add=25;country_institution_home_affairs_max_investment_add=1;state_incorporation_speed_mult=0.05,NONE,NONE,yes(default),1,journal_entries=1,7,EVENT_CONDITION=2; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=1; LOCALIZATION_ONLY=2; PREREQUISITE=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=4,NONE,NONE,"By creating documents identifying citizens of a country, it is much easier to keep track of them.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1301
investment_banks,Investment Banks,"Towering financial institutions catering to the needs of corporate finance, invenstment banks primarily assist in the raising of capital for private enterprise.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/investment_banks.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:601,localization/english/inventions_l_english.yml:602,OK,joint_stock_companies;mutual_funds,value = 2,STATIC,country_max_companies_add=1;country_free_charters_add=1;state_urbanization_per_level_mult=-0.15,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,7,LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=2; VISIBILITY=2,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"Towering financial institutions catering to the needs of corporate finance, invenstment banks primarily assist in the raising of capital for private enterprise.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1240
mutual_funds,Mutual Funds,"A sort of pooled investment funds, the mutual fund helps combine the individual wealth of investors into massive pools of money that can flex immense financial strength to acquire securities and other costly financial instruments.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/mutual_funds.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:613,localization/english/inventions_l_english.yml:614,OK,central_banking;postal_savings,value = 1,STATIC,country_minting_mult=0.1;country_loan_interest_rate_add=-0.02;state_max_trade_advantage_from_capacity_add=0.05,NONE,NONE,yes(default),3,company_types=1; laws=1; production_methods=1,11,COMPANY_REQUIREMENT=2; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=2; TRIGGER=3,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=2,NONE,NONE,"Popular Savings Institutions; A sort of pooled investment funds, the mutual fund helps combine the individual wealth of investors into massive pools of money that can flex immense financial strength to acquire securities and other costly financial instruments.",~1790s–1810s,POST_1836_ONLY,Society V1,popular_savings_institutions,NONE,PARTIAL,KEEP,NONE,ERA V,Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,"PARTIAL overlap with popular_savings_institutions: Shared pooled-savings logic, later financial vehicle.",LOW,NO,NO,NO,NO,NO,MEDIUM,"Shared pooled-savings logic, later financial vehicle.",common/technology/technologies/30_society.txt:1219
pan-nationalism,Pan-nationalism,"The notions of nationalism are in general the idea of people who speak the same language are the same people. But what of those who almost speak the same language as us? People see them as our cousins, but there is a new school of thought that they are really our long lost brothers and we should be united into a great whole. Together we will be stronger and able to protect our people.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/pan_nationalism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:335,localization/english/inventions_l_english.yml:336,OK,nationalism,value = 2 if = { limit = { OR = { country_has_primary_culture = cu:north_german country_has_primary_culture = cu:south_german country_has_primary_culture = cu:north_italian country_has_primary_culture = cu:south_italian country_has_primary_culture = cu:croat country_has_primary_culture = cu:serb country_has_primary_culture = cu:slovene country_has_primary_culture = cu:bosniak } } add = 5 },OTHER,country_authority_mult=0.1;country_support_separatism_strength_mult=0.25;country_voting_power_mult=0.1,NONE,NONE,yes(default),14,journal_entries=10; laws=4,121,EVENT_CONDITION=11; JOURNAL_REQUIREMENT=10; LAW_REQUIREMENT=4; LOCALIZATION_ONLY=2; OTHER=1; PREREQUISITE=1; TRIGGER=92,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=24,NONE,NONE,"National & Popular Sovereignty; The notions of nationalism are in general the idea of people who speak the same language are the same people. But what of those who almost speak the same language as us? People see them as our cousins, but there is a new school of thought that they are real...",1770s–early XIXe,POST_1836_ONLY,Society V1,national_sovereignty,NONE,PARTIAL,KEEP,NONE,ERA IV,Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,PARTIAL overlap with national_sovereignty: Later pan-national movements build on sovereignty.,VERY_HIGH,YES,NO,NO,NO,NO,MEDIUM,Later pan-national movements build on sovereignty.,common/technology/technologies/30_society.txt:1180
philosophical_pragmatism,Philosophical Pragmatism,The application and actions of philosophical thought can open up whole new avenues for social and political analysis.,Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/philosophical_pragmatism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:621,localization/english/inventions_l_english.yml:622,OK,psychiatry,value = 1,STATIC,country_influence_mult=0.25;country_diplomatic_play_maneuvers_mult=0.25;state_bureaucracy_population_base_cost_factor_mult=-0.05;state_literacy_growth_add=0.0001,NONE,NONE,yes(default),2,journal_entries=2,19,EVENT_CONDITION=9; EVENT_EFFECT=3; JOURNAL_REQUIREMENT=2; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=14,NONE,NONE,The application and actions of philosophical thought can open up whole new avenues for social and political analysis.,Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1280
socialism,Socialism,A political ideology that encourages common social ownership of the means of production and self management by workers rather than an upper class.,Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/socialism.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:412,localization/english/inventions_l_english.yml:413,OK,labor_movement;dialectics,value = 1 if = { limit = { has_strategy = ai_strategy_egalitarian_agenda } add = -0.5 } if = { limit = { OR = { has_strategy = ai_strategy_conservative_agenda has_strategy = ai_strategy_reactionary_agenda } } add = 1 },POLITICAL_CONDITIONAL,state_expected_sol_from_literacy=1;country_institution_workplace_safety_max_investment_add=2,if = { limit = { NOT = { has_variable = socialism_researched } } set_variable = socialism_researched ig:ig_trade_unions ?= { add_ideology = ideology_socialist } },NONE,yes(default),10,journal_entries=5; laws=4; parties=1,60,EVENT_CONDITION=14; EVENT_EFFECT=1; JOURNAL_REQUIREMENT=7; LAW_REQUIREMENT=4; LOCALIZATION_ONLY=2; PREREQUISITE=1; TRIGGER=30; UNLOCK=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=20,NONE,NONE,Early Socialism & Cooperativism; A political ideology that encourages common social ownership of the means of production and self management by workers rather than an upper class.,1810s–1830s,DIRECT_1700_1836,Society V1,early_socialism_cooperativism,organized_labor_movements,STRONG,RETIME,REWIRE,ERA VI,Rewire toward V1 prerequisite logic: organized_reform_movements; classical_political_economy,Preserve indexed unlocks initially; retime/rewire after dependency review.,Usable concept; timing and granularity must be reconciled with the 1700-1836 V1 node.,"14 indexed relations and 60 occurrences make RETIME an integration task, not a label-only edit.","STRONG overlap with early_socialism_cooperativism: Same early socialist/cooperative family, extending into later socialism.",HIGH,NO,NO,NO,NO,YES,MEDIUM,"Same early socialist/cooperative family, extending into later socialism.",common/technology/technologies/30_society.txt:1022
steel_frame_buildings,Steel-Frame Buildings,"By making a steel frame to hold up the rest of the building, it is possible to make much taller and sturdier buildings.",Society,era_3,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/steel_frame_buildings.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:423,localization/english/inventions_l_english.yml:424,OK,modern_sewerage,value = 2,STATIC,state_infrastructure_from_population_add=1;state_infrastructure_from_population_max_add=20;state_building_construction_sector_max_level_add=5;country_max_weekly_construction_progress_add=5;state_harvest_condition_flood_impact_mult=-0.05,NONE,NONE,yes(default),8,buildings=4; journal_entries=2; production_methods=2,15,BUILDING_REQUIREMENT=4; JOURNAL_REQUIREMENT=4; LOCALIZATION_ONLY=2; PM_REQUIREMENT=2; PREREQUISITE=2; TRIGGER=1,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=4,NONE,NONE,"By making a steel frame to hold up the rest of the building, it is possible to make much taller and sturdier buildings.",Mostly later 19th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_3 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,HIGH,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:929
central_planning,Central Planning,"Leveraging all the latest innovations in management science and electric communication, long-term plans for sweeping societal development can be coordinated by a single administrative office.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/central_planning.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:156,localization/english/inventions_l_english.yml:157,OK,identification_documents,value = 1.5,STATIC,state_tax_capacity_add=25;country_government_dividends_efficiency_add=0.05;country_institution_home_affairs_max_investment_add=1;state_incorporation_speed_mult=0.05;state_literacy_growth_add=0.0002,NONE,NONE,yes(default),8,company_types=3; journal_entries=3; laws=1; production_methods=1,16,COMPANY_REQUIREMENT=4; EVENT_CONDITION=2; JOURNAL_REQUIREMENT=3; LAW_REQUIREMENT=1; LOCALIZATION_ONLY=2; PM_REQUIREMENT=1; PREREQUISITE=1; TRIGGER=2,REFERENCED_BY_MOD,NO_DEFINITION_OVERRIDE,NONE,NONE,NO_TECH_OVERRIDE; mod references=5,NONE,NONE,"Leveraging all the latest innovations in management science and electric communication, long-term plans for sweeping societal development can be coordinated by a single administrative office.",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,MEDIUM,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1399
corporate_management,Corporate Governance,"By synergistically introducing higher degrees of streamlining, professionalization, and scientification within our existing corporate culture, we can expect to leverage substantially maximized revenue and collaboratively evolve the industry through the seamless visualization of efficient initiatives.",Society,era_4,common/technology/technologies/30_society.txt,gfx/interface/icons/invention_icons/corporate_management.dds,YES,NO,YES,YES,localization/english/inventions_l_english.yml:603,localization/english/inventions_l_english.yml:604,OK,investment_banks,value = 2,STATIC,country_max_companies_add=1;state_urbanization_per_level_mult=-0.25,NONE,NONE,yes(default),0,NO_REVERSE_UNLOCK,3,LOCALIZATION_ONLY=2; PREREQUISITE=1,UNTOUCHED,NONE,NONE,NONE,NO_TECH_OVERRIDE; mod references=0,NONE,NONE,"By synergistically introducing higher degrees of streamlining, professionalization, and scientification within our existing corporate culture, we can expect to leverage substantially maximized revenue and collaboratively evolve the industry through the seam...",Mostly late 19th to early 20th century,POST_1836_ONLY,NONE,NONE,NONE,NONE,KEEP,NONE,era_4 (preserve post-1836),Preserve current vanilla prerequisites pending post-1836 tree design.,Preserve current unlocks; no TECH-1A implementation.,No pre-1836 placement proposed; preserve vanilla era pending post-1836 design.,No blocking code defect identified; preserve current role pending integration.,No significant V1 duplication found.,LOW,NO,NO,NO,NO,NO,HIGH,Post-1836 role retained; V1 early-tree comparison not applicable.,common/technology/technologies/30_society.txt:1486
