tag,country_name,region,standing_force_establishment,standing_force_effective,infantry_personnel,cavalry_personnel,artillery_personnel,engineer_or_specialist_personnel,garrison_personnel,colonial_or_company_personnel,other_permanent_personnel,infantry_organizational_units,cavalry_organizational_units,artillery_batteries_or_units,artillery_pieces,militia,levy,reserve,mobilization_potential,regular_force_definition,irregular_force_definition,date_of_evidence,evidence_window,source_1,source_2,source_3,source_disagreement,recommended_historical_range,identity_confidence,quantitative_confidence,composition_confidence,research_status,notes
MJT,Majerteen,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
MKT,Miskitia,Americas,,,,,,,,,,,,,,,,,,Local regular/colonial establishment only where historically separate.,"Militia, indigenous allies and privateers/armed civilians must remain separate.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,"Colonial and revolutionary military structures require careful attribution to metropolis, local assemblies or companies; no unsupported national total is invented."
MLD,Maldives,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
MLT,Order of Malta,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
MOD,Modena,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
MOL,Moldavia,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
MON,Montenegro,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
MOR,Morocco,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
MSN,Massina,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
MST,Mecklenburg-Strelitz,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
MUG,Hindustan,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
MYS,Mysore,South Asia,,,,,,,,,,,,,,,,,,"Increasingly centralized/proto-modern Mysorean army under Haidar Ali, with European-influenced infantry/artillery and important cavalry.",Local warrior labour and auxiliaries remain distinct from the centralizing core.,second half of 18th century,Structural evidence centered on Haidar Ali,https://www.cambridge.org/core/journals/itinerario/article/abs/haidar-ali-and-tipu-sultan-mysores-eighteenthcentury-rulers-in-transition/FB1291A1D21FB308D7819FC034CA3C6F,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,,QUALITATIVE_ONLY; no exact 1776 establishment accepted in this pass,HIGH,VERY_LOW,MEDIUM,QUALITATIVE_ONLY,Do not import later Tipu-era totals backward.
NAG,Nagpur,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
NAS,Nassau,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
NBS,New Brunswick,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,New Brunswick as a separate colony dates from after the American Revolution; 1776 forces belong to the wider British colonial structure.
NEP,Nepal,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
NET,Netherlands,Europe,,,,,,,,,,,,,,,,,,Dutch Republic standing/provincial establishment; exact 1776 land total not located in this pass.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,https://www.cambridge.org/core/books/abs/dutch-navy-of-the-seventeenth-and-eighteenth-centuries/naval-seaman-a-poor-mans-job/9C70FB2D51C7815EFE66B881B28BA996,,,,QUALITATIVE_ONLY,HIGH,VERY_LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
NVS,Nova Scotia,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Nova Scotia is a British colony; garrison belongs to imperial/colonial structure.
OLD,Oldenburg,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
OMA,Oman,Middle East / North Africa,,,,,,,,,,,,,,,,,,Central/household/paid troops where identifiable.,"Tribal, provincial, feudal/household and emergency campaign contingents must be separated from permanent establishment.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No exact Jan-1776 total established for this polity in this pass; do not infer standing strength from a single campaign army.
ONT,Ontario,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Ontario/Upper Canada as represented is not a 1776 sovereign military polity; forces belong to British North American structures.
ORA,Oranje,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Orange/Boer state representation is anachronistic for 1776.
OYO,Oyo,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Royal/metropolitan military power centered on cavalry and archers; cavalry was militarily important but expensive.,Subject-town/provincial participation and campaign contingents separate from a fixed permanent establishment.,18th century; power peak 1754–74 and expansion 1774–89,Directly adjacent to 1776,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/west-african-cavalry-state-the-kingdom-of-oyo/C34F0448417C0EC85E06D3704A161CA5,https://www.cambridge.org/core/books/rituals-runaways-and-the-haitian-revolution/homelands-diaspora-and-slave-society/0EFBA3D2C01A5C42F2727A83CC86F1F8,,,QUALITATIVE_ONLY; no defensible national headcount located.,HIGH,VERY_LOW,MEDIUM,QUALITATIVE_ONLY,"Composition should be cavalry-heavy relative to many West African neighbors; current 15 barracks/no formations is capacity-only, not a researched army."
OZH,Orta Zhuz,Central Asia / Caucasus,,,,,,,,,,,,,,,,,,Household/guard and any demonstrably permanent paid forces.,Tribal/confederal cavalry and campaign levies form a large share of potential strength.,,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Confederal/tribal mobilization is not directly comparable with a European standing army; qualitative-only unless a near-date establishment survives.
PAN,Punjab,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
PAP,Papal States,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
PAR,Parma,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
PCO,Puerto Rico,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Puerto Rico is Spanish imperial territory.
PER,Persia,Middle East / North Africa,Karim Khan's was the only standing army in Iran; exact national ledger total not safely extracted,"1774 paper totals must be reduced by at least half; Shiraz garrison late-1760s <=4,000",,,,,,,"elite guard ~1,400",,,,~700 zanburaks,,,,,"Zand standing force with tribal cavalry, peasant musketeers and a small artillery train.",Additional tribal/provincial manpower was often occasional rather than regular.,"1765–1775, including ~1774 mobilization ledger",Near-target structural and paper/effective evidence,https://www.iranicaonline.org/articles/army-iv/,,,Contemporary paper totals materially exaggerated fit-for-service strength.,Do not use ledger at face value; effective strength <=~50% of paper totals. No unsupported national total inserted.,HIGH,LOW,MEDIUM,QUANTITATIVE_LOW_CONFIDENCE,"Current 85,000 V3 standing manpower is likely too high unless it is deliberately representing much wider tribal/provincial capacity; 2D-2 must separate those layers."
PHI,Philippines,Southeast Asia,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Philippines is Spanish imperial territory.
PHL,Philippolis,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Philippolis/Griqua polity representation is later/anachronistic for 1776.
PLC,Poland-Lithuania,Europe,"24,000 paper establishment","about 12,000 (1764)",,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",1764,Older pre-1776 anchor; institutional ceiling dated from 1717,https://www.cambridge.org/core/journals/journal-of-ecclesiastical-history/article/abs/papacy-poland-russia-and-religious-reform-17648/79FA0BC2B6E8F4D4CC9DB7C6EEBB19E0,,,Paper establishment and effective strength differ by roughly 2:1.,"12,000 effective / 24,000 paper ceiling; do not substitute the paper number for field strength.",HIGH,LOW,LOW,QUANTITATIVE_LOW_CONFIDENCE,Political/military conditions changed after 1764; 2D-2 should use this as a lower-quality structural anchor only.
PLY,Tahiti,Oceania,,,,,,,,,,,,,,,,,,No European-style standing establishment assumed.,Warrior/kinship/tribal mobilization must be represented separately from permanent barracks.,,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Qualitative or structural treatment only; centralized-state military abstraction is unsafe without polity-specific evidence.
PON,Pontianak,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
POR,Portugal,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
PRK,Perak,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
PRU,Prussia,Europe,"158,000",,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",1777,1777 (one year after target),https://journals.sagepub.com/doi/10.1177/0968344513483071,,,Near-date 1777 figure; no exact 1 Jan 1776 strength in the cited table.,"158,000 near-date establishment; allow a narrow 1776 adjustment only if 2D-2 finds country-specific evidence.",HIGH,HIGH,LOW,QUANTITATIVE_HIGH_CONFIDENCE,"Use as establishment-scale anchor, not a direct V3 target. Composition requires separate approximation."
PUD,Pudukottai,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
QUE,Quebec,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Quebec is a British colony; garrison belongs to imperial/colonial structure.
RUS,Russia,Europe,"approximately 350,000 in 1764",,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",1764 with 1774 war-end context,Older anchor; 1768–74 war ended shortly before target,https://www.cambridge.org/core/journals/journal-of-ecclesiastical-history/article/abs/papacy-poland-russia-and-religious-reform-17648/79FA0BC2B6E8F4D4CC9DB7C6EEBB19E0,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7776A1EEA43C6E39BAE0311EFBD526FB/S0020743800058049a.pdf/ottoman-political-writing-17681808.pdf,,No exact Jan-1776 global establishment located; recent war and demobilization make extrapolation uncertain.,"300,000–350,000 establishment-scale working range; LOW confidence for 1 Jan 1776.",HIGH,LOW,LOW,QUANTITATIVE_LOW_CONFIDENCE,"Current 176,000 V3 land manpower is below the broad establishment scale, but 2D-2 must account for garrisons, frontier dispersion and post-war demobilization."
RWD,Rwanda,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
RYU,Ryukyu,East Asia,,,,,,,,,,,,,,,,,,Polity-specific hereditary/professional/garrison institutions; not automatically equivalent to European field armies.,Local/domain/provincial mobilization must be separated from central standing forces.,,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Retain institutional distinctions; exact deployable field strength may differ sharply from administrative establishment.
SAK,Siak,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SAR,Sardinia-Piedmont,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SAT,Satara,South Asia,,,,,,,,,,,,,,,,,,Permanent/household/core troops where identifiable; European-drilled infantry and artillery were spreading after 1750.,"Mercenary war bands, cavalry retainers, jagirdar/tributary contingents and campaign levies must remain separate from permanent strength.",c.1750–1800 regional framework,Regional structural evidence; exact 1776 national total not located in this pass.,https://www.cambridge.org/core/books/abs/asian-military-revolution/military-revolution-in-south-asia-17501850/4CE7B83571AA90662C44497252E8F42A,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/warriors-and-states-military-labour-in-southern-india-circa-17501800/6D1E15184371BC18D75954F0E2E7A865,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact Jan-1776 national total located; retain qualitative-only rather than fabricate precision.
SAX,Saxony,Europe,"21,840",,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",1777,1777 (one year after target),https://journals.sagepub.com/doi/10.1177/0968344513483071,,,Near-date 1777 figure; no exact 1 Jan 1776 strength in the cited table.,"21,840 near-date establishment; allow a narrow 1776 adjustment only if 2D-2 finds country-specific evidence.",HIGH,HIGH,LOW,QUANTITATIVE_HIGH_CONFIDENCE,"Use as establishment-scale anchor, not a direct V3 target. Composition requires separate approximation."
SC1,Nueva España,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,"Nueva España is a Spanish imperial administrative structure, not an independent 1776 sovereign force."
SC2,Nueva Granada,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Nueva Granada is a Spanish imperial administrative structure.
SC3,Perú,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Perú is a Spanish imperial administrative structure.
SC4,Río de la Plata,Americas,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,Río de la Plata is a Spanish imperial administrative structure; viceroyalty created 1776 but its fleet/garrison is imperial.
SCH,Schleswig,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SCM,Schaumburg-Lippe,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SCW,Schwarzburg,Europe,,,,,,,,,,,,,,,,,,Permanent crown/state establishment; garrison and field establishment should be distinguished where sources allow.,"Militia, provincial levies and wartime auxiliaries excluded from standing total unless source explicitly includes them.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,No defensible exact 1775–77 total located for this smaller polity in this research pass; qualitative status retained.
SEL,Selangor,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SGU,Segou,Sub-Saharan Africa / Indian Ocean,,,,,,,,,,,,,,,,,,Court/royal retainers and permanent specialist forces where demonstrable.,"Provincial, tributary, cavalry, slave-soldier, clan/lineage or campaign levies must not be counted as permanent without evidence.",,,,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact 1776 personnel totals are generally poorly documented in accessible scholarly material; qualitative status retained rather than inventing headcounts.
SHS,Shan,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SIA,Siam,Southeast Asia,,,,,,,,,,,,,,,,,,Court/core troops and permanent garrisons where documented.,"Mandala/tributary levies, manpower corvée, local retainers, riverine and mercenary forces vary by polity.",15th–19th c. regional synthesis,Regional structural evidence,https://www.cambridge.org/core/books/abs/cambridge-history-of-war/warfare-in-southeast-asia-14481851/E1F8804B3EFF6CCFE3FF6861C83C27FF,,,,,HIGH,LOW,LOW,QUALITATIVE_ONLY,Exact Jan-1776 strength not established; Southeast Asian military systems should not be normalized to a European regiment model.
SIC,Two Sicilies,Europe,,,,,,,,,,,,,,,,,,The fork tag does not map cleanly to an independent 1776 national military establishment.,Any local militia/garrison/imperial force must be attributed to the historical sovereign/colonial structure before conversion.,,,,,,,,HIGH,VERY_LOW,VERY_LOW,STRUCTURAL_DEFER,The fork's Two Sicilies tag is anachronistic/overlapping for 1776 and must be reconciled with Naples/Sicily representation.
