Owner_TAG,State_ID,Building_ID,Current_Level,Historical_Target_Level,Proposed_Decision,Reason_Current_Building_Not_Supported,Auto_Generated,Special_System,Confidence,Notes
ACE,STATE_ACEH,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md;BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:785
PRU,STATE_POMERANIA,building_logging_camp,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5370
PRU,STATE_POMERANIA,building_rye_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5344
PRU,STATE_RHINELAND,building_construction_sector,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5927
PRU,STATE_RHINELAND,building_government_administration,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5884
PRU,STATE_RHINELAND,building_steel_mill,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5970
PRU,STATE_RHINELAND,building_tooling_workshop,6,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5938
PRU,STATE_RHINELAND,building_trade_center,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5914
PRU,STATE_RHINELAND,building_vineyard,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5895
PRU,STATE_RHINELAND,building_wheat_farm,4,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5957
PRU,STATE_RUHR,building_arms_industry,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7543
PRU,STATE_RUHR,building_artillery_foundry,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7554
PRU,STATE_RUHR,building_chemical_plant,2,0,REMOVE,CATALOG_NO_POST_1776_AND_NO_FINAL_HISTORICAL_TARGET,NO,NO,HIGH,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7583
PRU,STATE_RUHR,building_explosives_factory,1,0,REMOVE,CATALOG_NO_POST_1776_AND_NO_FINAL_HISTORICAL_TARGET,NO,NO,HIGH,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7596
PRU,STATE_RUHR,building_iron_mine,4,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7620
PRU,STATE_RUHR,building_munition_plant,2,0,REMOVE,CATALOG_NO_POST_1776_AND_NO_FINAL_HISTORICAL_TARGET,NO,NO,HIGH,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7565
PRU,STATE_RUHR,building_wheat_farm,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7639
PRU,STATE_UPPER_SILESIA,building_construction_sector,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:168
PRU,STATE_UPPER_SILESIA,building_lead_mine,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:198
PRU,STATE_UPPER_SILESIA,building_livestock_ranch,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:236
PRU,STATE_UPPER_SILESIA,building_rye_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:249
PRU,STATE_WESTPHALIA,building_government_administration,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5705
PRU,STATE_WESTPHALIA,building_iron_mine,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5735
PRU,STATE_WESTPHALIA,building_rye_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5773
PRU,STATE_WESTPHALIA,building_sulfur_mine,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5754
PRU,STATE_WESTPHALIA,building_tooling_workshop,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5716
PRU,STATE_WEST_PRUSSIA,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:504
PRU,STATE_WEST_PRUSSIA,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:517
PRU,STATE_WEST_PRUSSIA,building_shipyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:528
PRU,STATE_WEST_PRUSSIA,building_trade_center,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:491
PUD,STATE_MADRAS,building_fishing_wharf,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1920
PUD,STATE_MADRAS,building_government_administration,8,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1883
PUD,STATE_MADRAS,building_logging_camp,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1907
PUD,STATE_MADRAS,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1933
PUD,STATE_MADRAS,building_spice_plantation,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/99_tech6a3_spice_plantations.txt:common/history/buildings/99_tech6a3_spice_plantations.txt:144
QUE,STATE_QUEBEC,building_barrack,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/05_north_america.txt:common/history/buildings/05_north_america.txt:2112
QUE,STATE_QUEBEC,building_iron_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/05_north_america.txt:common/history/buildings/05_north_america.txt:2073
QUE,STATE_QUEBEC,building_logging_camp,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/05_north_america.txt:common/history/buildings/05_north_america.txt:2086
QUE,STATE_QUEBEC,building_university,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/05_north_america.txt:common/history/buildings/05_north_america.txt:2038
QUE,STATE_QUEBEC,building_wheat_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/05_north_america.txt:common/history/buildings/05_north_america.txt:2099
RUS,STATE_ASTRAKHAN,building_livestock_ranch,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/09_central_asia.txt:common/history/buildings/09_central_asia.txt:210
RUS,STATE_ASTRAKHAN,building_vineyard,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/09_central_asia.txt:common/history/buildings/09_central_asia.txt:223
RUS,STATE_DOBRUDJA,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:4685
RUS,STATE_EAST_KARELIA,building_artillery_foundry,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:485
RUS,STATE_EAST_KARELIA,building_iron_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:496
RUS,STATE_GALICH,building_rye_farm,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1371
RUS,STATE_INGRIA,building_art_academy,1,0,REMOVE,CATALOG_NO_POST_1776_AND_NO_FINAL_HISTORICAL_TARGET,NO,NO,HIGH,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:600
RUS,STATE_INGRIA,building_rye_farm,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:613
RUS,STATE_KAZAN,building_arms_industry,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1548
RUS,STATE_KAZAN,building_food_industry,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1576
RUS,STATE_KAZAN,building_logging_camp,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1602
RUS,STATE_KAZAN,building_paper_mill,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1559
RUS,STATE_KAZAN,building_rye_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1589
RUS,STATE_KURSK,building_logging_camp,10,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1260
RUS,STATE_KURSK,building_rye_farm,8,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1247
RUS,STATE_MOSCOW,building_iron_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:761
RUS,STATE_MOSCOW,building_logging_camp,10,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:748
RUS,STATE_NIZHNY_NOVGOROD,building_furniture_manufactory,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv;BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/15_russia.txt:common/history/buildings/15_russia.txt:1974
