Owner_TAG,State_ID,Building_ID,Target_Level,Required_Technology,Country_Currently_Has_Tech,Conflict_Type,Recommended_Action,Reason,Historical_Source
TRM,STATE_URALSK,building_livestock_ranch,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 only; the evidence is regional rather than a quantified owner-slice estimate.,https://www.iranicaonline.org/articles/central-asia-xi/; https://www.iranicaonline.org/articles/central-asia-vii/
TRS,STATE_NORTHERN_TRANSYLVANIA,building_salt_mine,1,shaft_mining,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 conservatively captures the established salt sector.,https://www.cambridge.org/core/journals/austrian-history-yearbook/article/abs/putting-transylvania-on-the-map-cartography-and-enlightened-absolutism-in-the-habsburg-monarchy/409D737C58ADAEE026CF4DBC39229CB4
TRS,STATE_SOUTHERN_TRANSYLVANIA,building_salt_mine,1,shaft_mining,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 conservatively captures the established salt sector.,https://www.cambridge.org/core/journals/austrian-history-yearbook/article/abs/putting-transylvania-on-the-map-cartography-and-enlightened-absolutism-in-the-habsburg-monarchy/409D737C58ADAEE026CF4DBC39229CB4
UBD,STATE_RIGA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | CURRENT_TECH_ABSENT:enclosed_dock_systems | Riga's harbor handled large-scale Baltic foreign trade.,https://www.tandfonline.com/doi/pdf/10.1080/03585522.1981.10407958
UBD,STATE_RIGA,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | CURRENT_TECH_ABSENT:state_dockyard_systems | Riga had established shipbuilding and maritime craft traditions.,https://enciklopedija.lv/skirklis/22229-zviedru-laiks-Vidzem%C4%93-un-Inflantija
UBD,STATE_TALINN,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | CURRENT_TECH_ABSENT:enclosed_dock_systems | Tallinn was a long-established Baltic seaport.,https://journals.sagepub.com/doi/10.1177/08438714231169583
UBD,STATE_TALINN,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | CURRENT_TECH_ABSENT:state_dockyard_systems | A modest maritime repair/shipbuilding capacity is plausible; keep at one level.,https://journals.sagepub.com/doi/10.1177/08438714231169583
UZH,STATE_SYRDARYA,building_livestock_ranch,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 only; the evidence is regional rather than a quantified owner-slice estimate.,https://www.iranicaonline.org/articles/central-asia-xi/; https://www.iranicaonline.org/articles/central-asia-vii/
ABB,STATE_ABU_DHABI,building_fishing_wharf,1,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | marine_chronometry | Fishing and pearling were core coastal activities on the Trucial Coast.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
ABB,STATE_ABU_DHABI,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | A modest coastal harbor level is justified; this is not a major entrepôt.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
ADR,STATE_INNER_MAURITANIA,building_salt_mine,1,shaft_mining,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | shaft_mining | Saharan salt extraction was a major component of trans-Saharan commerce; one level only in the strongest salt-linked partitions.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183; https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916
ARB,STATE_KHUZESTAN,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | The lower Karun/Shatt al-Arab zone had Gulf shipping access; one modest port level.,https://www.iranicaonline.org/articles/commerce-vi/
BHN,STATE_ABU_DHABI,building_fishing_wharf,1,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | marine_chronometry | Pearling/fishing formed a core Gulf coastal economy; fishing wharf is the closest historical building representation.,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9
BUK,STATE_UZBEKIA,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/central-asia-xi/
BUK,STATE_UZBEKIA,building_glassworks,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Ceramic and glass making were part of the urban craft economy; one level only.,https://www.iranicaonline.org/articles/central-asia-xi/
BUK,STATE_UZBEKIA,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_papermaking | Paper was an established Central Asian export/manufacture; one level represents organized traditional production.,https://www.iranicaonline.org/articles/central-asia-xi/
BUK,STATE_UZBEKIA,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Metalworking, foundry, carpentry and tool trades are explicitly documented among Bukhara’s specialized crafts.",https://www.iranicaonline.org/articles/central-asia-xi/
BUK,STATE_UZBEKIA,building_university,1,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | specialized_technical_academies | Bukhara’s major madrasa complex represents longstanding higher learning; technology-gate mismatch should be reviewed rather than deleting the building.,https://www.iranicaonline.org/articles/central-asia-xi/
CAUC,STATE_DAGESTAN,building_livestock_ranch,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | improved_husbandry | Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_DAGESTAN,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Local metal/arms crafts are documented for the Caucasus; tooling is safer than assuming a standardized arms industry.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_DAGESTAN,building_wheat_farm,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | improved_husbandry | Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_GREATER_CAUCASUS,building_textile_mill,1,organized_textile_production,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | organized_textile_production | Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_GREATER_CAUCASUS,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Late-eighteenth-century Tiflis had hundreds of craftsman shops; one tooling-workshop level is conservative.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_GREATER_CAUCASUS,building_vineyard,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | improved_husbandry | Georgian viticulture was a longstanding commercial and cultural activity.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CAUC,STATE_GREATER_CAUCASUS,building_wheat_farm,1,improved_husbandry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | improved_husbandry | Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CHC,STATE_DAGESTAN,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Local metal/arms crafts are documented for the Caucasus; tooling is safer than assuming a standardized arms industry.,https://www.cambridge.org/core/journals/nationalities-papers/article/abs/russian-rule-and-caucasian-society-in-the-first-half-of-the-nineteenth-century-the-georgian-nobility-and-the-armenian-bourgeoisie-18011856/6C9A543D45C030E83A35A027905E79EE
CON,STATE_CONSTANTINE,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
CON,STATE_CONSTANTINE,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Ports such as La Calle/Collo served the grain-exporting Constantinois; one state-level port seed.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD
CRI,STATE_KUBAN,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | The Crimean/Taman coastal partition had Black Sea/Azov maritime access; one modest port level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6
DUR,STATE_BALKH,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/central-asia-xi/
DUR,STATE_HERAT,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/
DUR,STATE_KABUL,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/
DUR,STATE_KANDAHAR,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.iranicaonline.org/articles/india-xxxi-indian-merchants-in-19th-century-afghanistan/
ETH,STATE_ERITREA,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | The partition has Red Sea access, but direct Ethiopian control of the principal Massawa port is historically contested; retained only as low-confidence review candidate.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
HDJ,STATE_HEDJAZ,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
HDJ,STATE_HEDJAZ,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Jeddah was the Ottoman Empire’s principal gateway for Yemeni/Indian commodities and the port of Mecca.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
HDJ,STATE_YEMEN,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Mocha/Hudaydah/Luhayyah formed active Red Sea ports.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
IR1,STATE_BAGHDAD,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA
IR1,STATE_BASRA,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E
IR1,STATE_BASRA,building_naval_administration,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | state_dockyard_systems | Periodic Ottoman state investment in Basra shipping facilities justifies one naval-administration level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E
IR1,STATE_BASRA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Basra was the Ottoman Gulf’s principal port and a major node in Indian Ocean commerce.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E
IR1,STATE_BASRA,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | state_dockyard_systems | Ottoman shipbuilding/shipping investment at Basra before 1776 is explicitly documented.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E
KBB,STATE_YEMEN,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
LAH,STATE_YEMEN,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
MAS,STATE_ALGIERS,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ALGIERS,building_naval_fortification,1,scientific_fortification_siegecraft,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | scientific_fortification_siegecraft | The fortified corsair ports of the Regency justify one naval-fortification level.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ALGIERS,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Algiers and Oran were among the best-equipped Maghreb ports; maritime commerce remained substantial in the eighteenth century.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD; https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ALGIERS,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | state_dockyard_systems | Corsair and commercial fleets required established shipbuilding/repair capacity; one level only.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD; https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ORAN,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ORAN,building_naval_fortification,1,scientific_fortification_siegecraft,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | scientific_fortification_siegecraft | The fortified corsair ports of the Regency justify one naval-fortification level.,https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ORAN,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Algiers and Oran were among the best-equipped Maghreb ports; maritime commerce remained substantial in the eighteenth century.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD; https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MAS,STATE_ORAN,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | state_dockyard_systems | Corsair and commercial fleets required established shipbuilding/repair capacity; one level only.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD; https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5
MBB,STATE_YEMEN,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A
MOR,STATE_AL_RIF,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | enclosed_dock_systems | Northern Moroccan Mediterranean harbors justify one port level.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD
MOR,STATE_FEZ,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | traditional_food_processing | Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD
MOR,STATE_FEZ,building_furniture_manufactory,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops | Fez’s large craft economy supports one organized wood/furniture workshop level.,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD
