Owner_TAG,State_ID,State_Name,Current_Level,Target_Level,Delta,Trade_Role,Main_Commercial_Function,Confidence,Source_1,Source_2,Notes
TRA,STATE_TRAVANCORE,Malabar,0,1,1,TRADE,Travancore’s pepper economy was organized around long-distance merchant networks and state-commercial control.,HIGH,https://www.cambridge.org/core/books/abs/kerala-1956-to-the-present/before-independence/EE38A3443D329F4631CB21A67DE37178,https://www.cambridge.org/core/books/abs/european-commercial-enterprise-in-precolonial-india/companies-in-india-the-politics-and-the-economics-of-trade/139B3B0E5509125DDF2F8B6AF44D5E4D,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv
CHI,STATE_EASTERN_HUBEI,Eastern Hubei,0,2,2,DOMESTIC_NATIONAL,Middle Yangzi commercial redistribution centered on Hankou/Wuchang corridor,MEDIUM,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_FUJIAN,Fujian,0,2,2,ENTREPOT_REEXPORT,Fujian merchant networks and tea/overseas trade,HIGH,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,https://english.cssn.cn/skw_culture/CULTURE_Horizontal/202601/t20260112_5968874.shtml,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_GUANGDONG,Western Guangdong,40,3,-37,ENTREPOT_REEXPORT,Canton was the legally concentrated European maritime trade port after 1757,HIGH,https://english.cssn.cn/skw_culture/CULTURE_Horizontal/202601/t20260112_5968874.shtml,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_NANJING,Nanjing,0,2,2,DOMESTIC_NATIONAL,Yangzi and Grand Canal commercial node,HIGH,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,https://whc.unesco.org/en/list/1443,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_SUZHOU,Suzhou,0,3,3,ENTREPOT_REEXPORT,Suzhou/Jiangnan was a major commercial and manufacturing hub,HIGH,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,https://whc.unesco.org/en/list/1443,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_ZHEJIANG,Zhejiang,0,2,2,DOMESTIC_NATIONAL,Hangzhou as major Lower Yangzi commercial city,HIGH,https://www.cambridge.org/core/books/abs/economic-history-of-china/maturation-of-the-market-economy-1550-to-1800/BB29D69C28CCD393A63409CDCD339328,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CHI,STATE_ZHILI,Hebei,0,1,1,DOMESTIC_NATIONAL,Tianjin/Grand Canal gateway serving Beijing,MEDIUM,https://whc.unesco.org/en/list/1443,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
CMI,STATE_CHIANG_MAI,Chiang Mai,0,1,1,DOMESTIC_REGIONAL,Chiang Mai sat on mainland caravan networks,LOW,https://www.cambridge.org/core/journals/itinerario/article/abs/economic-links-with-ayutthaya-changes-in-networks-between-japan-china-and-siam-in-the-early-modern-period/7CAFEDDF1BAE823B55B633448BC44209,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
DAI,STATE_ANNAM,Annam,0,2,2,ENTREPOT_REEXPORT,Hoi An was an active 15th-19th century international trading port,HIGH,https://whc.unesco.org/en/list/948,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
DAI,STATE_TONKIN,Tonkin,0,1,1,DOMESTIC_NATIONAL,Thang Long and declining but still connected northern trading networks,MEDIUM,https://whc.unesco.org/en/list/948,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
JAP,STATE_KANSAI,Osaka,0,3,3,ENTREPOT_REEXPORT,Osaka rice warehouses and official Dojima market,HIGH,https://www.jpx.co.jp/dojima/en/,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
JAP,STATE_KANTO,Kanto,0,2,2,DOMESTIC_NATIONAL,Edo was one of the largest consumption and redistribution markets,HIGH,https://www.jpx.co.jp/dojima/en/,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
JAP,STATE_KYOTO,Kyoto,0,1,1,DOMESTIC_NATIONAL,Imperial/craft city linked to Osaka-Edo markets,MEDIUM,https://www.jpx.co.jp/dojima/en/,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
JAP,STATE_KYUSHU,Kyushu,0,2,2,ENTREPOT_REEXPORT,Nagasaki Kaisho administered Dutch/Chinese trade,HIGH,https://www.ndl.go.jp/nichiran/s1/s1_2.html,https://academic.oup.com/edited-volume/61799/chapter-abstract/546293695,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
KOR,STATE_BUSAN,Yeongnam,0,1,1,ENTREPOT_REEXPORT,Dongnae/Busan markets and regulated Japan trade,HIGH,https://encykorea.aks.ac.kr/Article/E0051904,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
KOR,STATE_PYONGYANG,Yangseo,0,1,1,DOMESTIC_REGIONAL,Northwestern trade linked domestic markets and China frontier commerce,MEDIUM,https://encykorea.aks.ac.kr/Article/E0041935,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
KOR,STATE_SEOUL,Gyeonggi,0,2,2,DOMESTIC_NATIONAL,Licensed sijon shops and large capital-market system,HIGH,https://encykorea.aks.ac.kr/Article/E0051904,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
LUA,STATE_LAOS,Laos,0,1,1,DOMESTIC_REGIONAL,Luang Prabang participated in Mekong and overland caravan exchange,LOW,https://www.cambridge.org/core/journals/itinerario/article/abs/economic-links-with-ayutthaya-changes-in-networks-between-japan-china-and-siam-in-the-early-modern-period/7CAFEDDF1BAE823B55B633448BC44209,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
POR,STATE_GUANGDONG,Western Guangdong,6,2,-4,MACAO_CANTON_ENTREPOT,"Macao and Canton were strategic eighteenth-century exchange nodes, especially after the 1757 Canton System.",HIGH,https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/global-goods-silver-and-market-integration-consumption-of-wine-silk-and-porcelain-through-the-grill-company-via-macaocanton-and-marseilleseville-trade-nodes-18th-century/E3492FEB0EE31C7B3677DDF1243AC503,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
RUS,STATE_IRKUTSK,Irkutsk,0,1,1,SIBERIAN_FUR_AND_ASIA_TRADE,Eighteenth-century Siberian routes moved Kamchatka furs through Okhotsk and onward through Siberian/China trade nodes.,MEDIUM,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
RUS,STATE_OKHOTSK,Okhotsk,0,1,1,SIBERIAN_FUR_AND_ASIA_TRADE,Eighteenth-century Siberian routes moved Kamchatka furs through Okhotsk and onward through Siberian/China trade nodes.,MEDIUM,https://www.cambridge.org/core/books/abs/conquest-of-siberia/chap-x/B7711F17740F52E332CB356D36EDABAA,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
RYU,STATE_RYUKYU_ISLANDS,Ryukyu Islands,0,1,1,ENTREPOT_REEXPORT,Ryukyu mediated China-Satsuma trade,HIGH,https://www.cambridge.org/core/journals/journal-of-asian-studies/article/abs/satsumaryukyu-trade-and-the-tokugawa-seclusion-policy/EC21243D228DAA2B626385136ED45967,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
SIA,STATE_BANGKOK,Bangkok,0,2,2,ENTREPOT_REEXPORT,State contains the Thonburi/Ayutthaya commercial axis; Ayutthaya had been a major transit port and Taksin rebuilt trade after 1767,HIGH,https://www.cambridge.org/core/journals/itinerario/article/abs/economic-links-with-ayutthaya-changes-in-networks-between-japan-china-and-siam-in-the-early-modern-period/7CAFEDDF1BAE823B55B633448BC44209,https://www.cambridge.org/core/journals/international-journal-of-asian-studies/article/all-political-power-comes-from-the-barrel-of-a-gun-arms-trading-gun-control-and-revolt-in-ayutthaya-16581709/018E8EAA0AAE07CBCF41E59EC02FA5EC,"1776 justification is Thonburi/Ayutthaya corridor, not post-1782 Bangkok city. | PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv"
ACE,STATE_ACEH,Aceh,0,2,2,ENTREPOT_REEXPORT,Aceh remained a large market and Indian Ocean entrepôt in the 18th century,HIGH,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
BNJ,STATE_EAST_BORNEO,East Borneo,0,1,1,EXPORT_REGIONAL,Banjarmasin was a riverine-maritime market linked to pepper and regional shipping,MEDIUM,https://www.cambridge.org/core/journals/journal-of-southeast-asian-studies/article/familiar-strangers-and-strangerkings-mobility-diasporas-and-the-foreign-in-the-eighteenthcentury-malay-world/82BD069561383362BD711E15C9EAB2DC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
BRU,STATE_NORTH_BORNEO,North Borneo,0,1,1,EXPORT_REGIONAL,Brunei remained a maritime sultanate tied to regional trade,MEDIUM,https://www.cambridge.org/core/journals/journal-of-southeast-asian-studies/article/familiar-strangers-and-strangerkings-mobility-diasporas-and-the-foreign-in-the-eighteenthcentury-malay-world/82BD069561383362BD711E15C9EAB2DC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
BTN,STATE_CELEBES,Celebes,0,1,1,DOMESTIC_REGIONAL,Buton sat on eastern Indonesian shipping routes,LOW,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/opium-and-the-company-maritime-trade-and-imperial-finances-on-java-16841796/284C31A46D9A26AB6C12D942D62AC5F9,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
DEI,STATE_CELEBES,Celebes,0,1,1,ENTREPOT_REEXPORT,Makassar remained a strategically important maritime node under VOC control,MEDIUM,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/opium-and-the-company-maritime-trade-and-imperial-finances-on-java-16841796/284C31A46D9A26AB6C12D942D62AC5F9,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
DEI,STATE_MOLUCCAS,Moluccas,0,2,2,ENTREPOT_REEXPORT,"VOC spice monopoly required organized collection, storage and export",HIGH,https://www.cambridge.org/core/journals/itinerario/article/revolution-and-resistance-an-exploration-of-the-looping-effect-in-the-moluccas-in-1817/4B19594F36FAB6EEBF4B854A417A3CBA,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
DEI,STATE_WEST_JAVA,West Java,6,4,-2,ENTREPOT_REEXPORT,Batavia was the VOC Asian headquarters and a massive inter-Asian redistribution center,HIGH,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/opium-and-the-company-maritime-trade-and-imperial-finances-on-java-16841796/284C31A46D9A26AB6C12D942D62AC5F9,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
INDOP,STATE_ACEH,Aceh,0,1,1,EMPORIUM_TRADE,Aceh functioned as a major regional emporium with long-distance Asian trade.,HIGH,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
JOH,STATE_MALAYA,Malaya,0,2,2,ENTREPOT_REEXPORT,Johor was a commercial hub of the Melaka Strait subregion linking pepper and tin zones,HIGH,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
MGD,STATE_MINDANAO,Mindanao,0,1,1,DOMESTIC_REGIONAL,Maguindanao river-maritime trade connected interior products with regional shipping,LOW,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
PHI,STATE_LUZON,Luzón,1,3,2,ENTREPOT_REEXPORT,Manila was the core entrepôt of the Manila-Acapulco galleon system,HIGH,https://cavitecity.gov.ph/index.php/about-lgu/historical-background,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
PLY,STATE_TAHITI,Tahiti,0,1,1,INTERCONTINENTAL_PROVISIONING_MARKET,"After first sustained European contact in 1767, Matavai became a repeatedly used provisioning anchorage. Cook returned in 1773; contemporary accounts describe a floating market involving around a hundred canoes exchanging fruit, fish and vegetables for imported goods, and formal rules regulated trade for provisions in 1769.",MEDIUM,https://www.museetahiti.pf/evenements/lancre-dite-de-cook/,https://www.jstor.org/stable/j.ctv9zcm31.7,TRADE_CENTER. Conservative seed only. Do not add building_port merely because Matavai was a favored anchorage. | PROVENANCE_FILE=BUILD_START_1776_OCEANIA_PACIFIC_RESEARCH.csv
PON,STATE_WEST_BORNEO,West Borneo,0,1,1,ENTREPOT_REEXPORT,Pontianak founded at strategic Kapuas/Landak confluence and developed river-sea commerce from 1771,MEDIUM,https://www.cambridge.org/core/journals/journal-of-southeast-asian-studies/article/familiar-strangers-and-strangerkings-mobility-diasporas-and-the-foreign-in-the-eighteenthcentury-malay-world/82BD069561383362BD711E15C9EAB2DC,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
SAK,STATE_NORTH_SUMATRA,North Sumatra,0,1,1,DOMESTIC_REGIONAL,Siak riverine trade connected Sumatran products to Straits markets,LOW,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
SEL,STATE_MALAYA,Malaya,0,1,1,DOMESTIC_REGIONAL,Straits commerce and mining hinterland supported regional exchange,LOW,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
SUL,STATE_MINDANAO,Mindanao,0,1,1,ENTREPOT_REEXPORT,"Sulu-zone maritime commerce linked Mindanao, Borneo and wider Asian networks",MEDIUM,https://www.cambridge.org/core/journals/journal-of-global-history/article/shift-from-indirect-to-direct-trade-between-china-and-south-asia-16841740/C3F251BFDDEF4ACCD6683F4B3B571FF4,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
TID,STATE_MOLUCCAS,Moluccas,0,1,1,EXPORT_REGIONAL,Tidore remained a political-commercial node despite VOC spice restrictions,MEDIUM,https://www.cambridge.org/core/journals/itinerario/article/revolution-and-resistance-an-exploration-of-the-looping-effect-in-the-moluccas-in-1817/4B19594F36FAB6EEBF4B854A417A3CBA,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
ASH,STATE_GOLD_COAST,Gold Coast,0,1,1,INTERIOR_COAST_TRADE,Asante/Fante trade routes and Gold Coast barter are directly documented in the 1760s-1770s.,HIGH,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/pawns-on-the-gold-coast-the-rise-of-asante-and-shifts-in-security-for-debt-16801750/BE803682FDC0993B05D9394553276E75,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
BOR,STATE_BORNU,Bornu,0,1,1,TRANSSAHARAN_TRADE,The central Sudan retained an established trans-Saharan trade framework through the seventeenth and eighteenth centuries.,MEDIUM,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
DAH,STATE_DAHOMEY,Dahomey,0,1,1,CONTROLLED_COASTAL_TRADE,Dahomey operated a controlled middleman system and fortified warehouses at Whydah in the eighteenth century.,HIGH,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/dahomean-middleman-system-1727c-1818/234AAE5948A5ABF2C99EEC3741FFCBC0,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
DENNOR,STATE_GOLD_COAST,Gold Coast,0,1,1,EUROPEAN_COASTAL_TRADE,European forts and trading establishments on the Gold Coast were embedded in active eighteenth-century coastal trade.,MEDIUM,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
FRA,STATE_SENEGAL,Senegal,0,1,1,SAINT_LOUIS_GOREE_TRADE,"French/British Saint-Louis and Gorée supported an eighteenth-century export trade in gum arabic, millet and other commodities.",HIGH,https://www.cambridge.org/core/journals/business-history-review/article/profiting-from-slavery-and-emancipation-compensation-capital-and-collateral-in-nineteenthcentury-senegal/38D33F25A28A82A5B9ACD2A6BD163F16,https://www.cambridge.org/core/journals/journal-of-african-history/article/trade-in-gum-arabic-prelude-to-french-conquest-in-senegal/E67D08D996CD80665BF32B023E17E2C8,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
KZM,STATE_KAZEMBE,Kazembe,0,1,1,TRANSCONTINENTAL_TRADE,Kazembe/Lunda networks sat on established transcontinental trade routes linking Central and East Africa.,MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
LND,STATE_EAST_ANGOLA,East Angola,0,1,1,LUNDA_TRADE_NETWORK,Lunda political expansion was tied to long-distance trade routes toward Atlantic and interior markets.,MEDIUM,https://www.metmuseum.org/fr/essays/kingdoms-of-the-savanna-the-luba-and-lunda-empires,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
MBS,STATE_KENYA,Kenya,0,1,1,MOMBASA_COASTAL_TRADE,Mombasa was an important eighteenth-century East African trading state.,MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
NET,STATE_GOLD_COAST,Gold Coast,0,1,1,EUROPEAN_COASTAL_TRADE,European forts and trading establishments on the Gold Coast were embedded in active eighteenth-century coastal trade.,MEDIUM,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/gold-assortments-and-the-trade-ounce-fante-merchants-and-the-problem-of-supply-and-demand-in-the-1770s/7BAE1078545429A48B2865011F599D2A,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
OMA,STATE_KENYA,Kenya,0,1,1,MOMBASA_COASTAL_TRADE,Mombasa was an important eighteenth-century East African state/port under Omani influence.,MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
OMA,STATE_ZANZIBAR,Zanzibar,0,1,1,SWAHILI_OMANI_COASTAL_TRADE,The Swahili coast and Omani sphere supported established Indian Ocean commerce in the eighteenth century.,MEDIUM,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
OYO,STATE_YORUBA_STATES,Yoruba States,0,1,1,BIGHT_OF_BENIN_LONG_DISTANCE_TRADE,The eighteenth-century Yoruba/Oyo economy participated in long-distance trade systems focused increasingly on the Atlantic/Bight of Benin.,HIGH,https://www.cambridge.org/core/books/abs/yoruba-from-prehistory-to-the-present/eighteenth-century/6097D46F3640F46A02F4CD6551DAC4CC,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
POR,STATE_MOCAMBIQUE,Mocambique,0,1,1,MOZAMBIQUE_ISLAND_TRADE,Mid-eighteenth-century Mozambique had established commercial networks connecting Portuguese and African textile/exchange systems.,HIGH,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
POR,STATE_NORTH_ANGOLA,North Angola,0,1,1,LUANDA_MARKET_AND_CUSTOMS,Luanda had an organized grain market by 1765 and a customs-house project begun in 1770.,HIGH,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/en-afrique-portugaise-langola-au-xviiie-siecle/F08953C4BB15740565FE8E7246F3719B,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
POR,STATE_ZAMBEZIA,Zambezia,0,1,1,ZAMBEZI_COAST_INTERIOR_TRADE,The Mozambique commercial system linked coastal exchange with the Zambezi/interior corridors.,MEDIUM,https://www.cambridge.org/core/books/abs/inbetween-textiles-14001800/african-cotton-cultural-and-economic-resistance-in-mozambique-in-the-mideighteenth-century/B38977C8386AC25234A7C547619AD249,,PROVENANCE_FILE=BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv
CUB,STATE_WESTERN_CUBA,Western Cuba,8,2,-6,HAVANA_IMPERIAL_NAVAL_HUB,Havana was a major imperial port and the most productive Spanish naval shipyard in the eighteenth century.,HIGH,https://revistadeindias.revistas.csic.es/index.php/revistadeindias/article/view/630,https://whc.unesco.org/en/list/204,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
DENNOR,STATE_WEST_INDIES,West Indies,0,1,1,CARIBBEAN_PLANTATION_COMMERCE,The represented island group contained organized plantation and long-distance maritime commerce.,MEDIUM,https://tile.loc.gov/storage-services/master/gdc/gdcebookspublic/20/20/71/96/05/2020719605/2020719605.pdf,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
FRA,STATE_WEST_INDIES,West Indies,1,2,1,CARIBBEAN_PLANTATION_COMMERCE,The represented island group contained organized plantation and long-distance maritime commerce.,MEDIUM,https://www.cambridge.org/core/books/cambridge-history-of-latin-america/haiti-and-santo-domingo-1790c-1870/2DA88EA288904F6477B4126AC8A85B63,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GBR,STATE_BAHAMAS,Bahamas,0,1,1,BAHAMAS_SALT_AND_MARITIME,Salt production and maritime trade were established regional activities.,MEDIUM,https://www.bahamas.gov.bs/wps/portal/public/About%20The%20Bahamas/History,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GBR,STATE_BERMUDA,Bermuda,0,1,1,BERMUDA_MARITIME_ECONOMY,"Bermuda's economy was strongly maritime, with shipbuilding and intercolonial trade.",MEDIUM,https://www.gov.bm/history-bermuda,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GBR,STATE_FLORIDA,Florida,0,1,1,EAST_FLORIDA_COLONIAL_NODE,British East Florida had St Augustine's fortified port and an indigo plantation boom in the 1760s–1770s.,MEDIUM,https://www.nps.gov/casa/learn/historyculture/index.htm,https://www.scencyclopedia.org/sce/entries/indigo/,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GBR,STATE_JAMAICA,Jamaica,3,2,-1,JAMAICAN_PLANTATION_ENTREPOT,Jamaica was Britain's richest plantation colony; Kingston was a flourishing trading centre.,HIGH,https://academic.oup.com/chicago-scholarship-online/book/21561/chapter-abstract/181405827,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/producing-a-peculiar-commodity-jamaican-sugar-production-slave-life-and-planter-profits-on-the-eve-of-abolition-17501807/16176A574B9391CE4627B7FD07133061,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
GBR,STATE_NEWFOUNDLAND,Newfoundland,0,2,2,NORTH_ATLANTIC_COD_EXPORT,The Newfoundland cod fishery reached exceptional production and employment in the 1760s–early 1770s.,HIGH,https://www.heritage.nf.ca/articles/politics/economic-changes-1730-to-1815.php,https://www.heritage.nf.ca/articles/politics/economic-changes-1730-to-1815.php,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv
