Owner_TAG,State_ID,Building_ID,Production_Method_Group,Old_PM,Missing_Technologies,Fallback_Base_PM,Reason,Output_Before,Output_After,Output_Delta,Runtime_Market_Link,Shortage_Impact,Wave1_Change,Decision
SWE,STATE_SVEALAND,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWI,STATE_WEST_SWITZERLAND,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TRS,STATE_NORTHERN_TRANSYLVANIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_ANKARA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_BULGARIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_EASTERN_THRACE,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_HUDAVENDIGAR,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_LOWER_EGYPT,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_SYRIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUR,STATE_TRABZON,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
TUS,STATE_TUSCANY,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_DISTRICT_OF_COLUMBIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_GEORGIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_MAINE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_MARYLAND,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_MASSACHUSETTS,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_MASSACHUSETTS,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_NEW_HAMPSHIRE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_NEW_YORK,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_NEW_YORK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_NORTH_CAROLINA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_PENNSYLVANIA,building_furniture_manufactory,pmg_base_building_furniture_manufactory,pm_lathe,mechanical_tools,pm_handcrafted_furniture,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,furniture:65,furniture:45,furniture:-20,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_PENNSYLVANIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_PENNSYLVANIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_PENNSYLVANIA,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_steel,mechanical_tools,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,tools:80,tools:30,tools:-50,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_SOUTH_CAROLINA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
USA,STATE_VIRGINIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
WAL,STATE_WALLACHIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
WUR,STATE_WURTTEMBERG,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
WUR,STATE_WURTTEMBERG,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
WUR,STATE_WURTTEMBERG,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,precision_boring,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,tools:60,tools:30,tools:-30,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
