Owner_TAG,State_ID,Target_Building_Level,Road_PM,Canal_PM,Rail_PM,Passenger_PM,Required_Technologies,Tech_Distribution_Review,Historical_Rationale
USA,STATE_SOUTH_CAROLINA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Rice, indigo and Charleston's merchant/shipping economy were established and export-oriented."
USA,STATE_VIRGINIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Virginia's tobacco plantation and inspection/warehouse system was one of the largest organized export sectors in British America.
BRZ,STATE_GOIAS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Goiás was one of the major gold discoveries of the first half of the eighteenth century.
BRZ,STATE_MINAS_GERAIS,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Minas Gerais was the central gold-mining region of eighteenth-century Portuguese America and generated a large internal market.
BRZ,STATE_RIO_DE_JANEIRO,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Rio became the colony's principal export/import port for the mining economy and the viceregal capital in 1763.
BRZ,STATE_SAO_PAULO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | São Paulo/Santos supported regional agriculture, cattle and coastal trade before the coffee era."
NET,STATE_GUAYANA,1,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,"0 | 1 | Suriname had a mature slave-plantation export economy in the eighteenth century, supported by river/canal transport and Paramaribo."
SC2,STATE_CUNDINAMARCA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Santafé de Bogotá was the viceregal administrative and inland commercial centre.
SC3,STATE_LIMA,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"2 | 0 | Lima-Callao was the administrative, commercial and fortified maritime core of the viceroyalty."
SC3,STATE_POTOSI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Potosí's enormous silver complex supported administration, trade and engineered transport/water systems; no gold-mine substitution is made."
SC3,STATE_SANTIAGO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Central Chile supplied wheat, wine and livestock to domestic and Peruvian markets; Santiago/Valparaíso formed its administrative-commercial core."
SC4,STATE_BUENOS_AIRES,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Buenos Aires exported very large quantities of hides in the decade 1767–1776 and functioned as a growing Atlantic port.
SC4,STATE_JUJUY,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | These provinces lay on established overland trade routes between Buenos Aires, Córdoba/Tucumán and Upper Peru."
SC4,STATE_LA_PAMPA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | These provinces lay on established overland trade routes between Buenos Aires, Córdoba/Tucumán and Upper Peru."
SC4,STATE_RIO_NEGRO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Mendoza/Cuyo possessed an established wine economy tied to livestock and trans-Andean trade.
SC4,STATE_TUCUMAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | These provinces lay on established overland trade routes between Buenos Aires, Córdoba/Tucumán and Upper Peru."
