Research_Region,Owner_TAG,Country,State_ID,State_Name,Building_ID,Building_Name,Current_Level,Target_Level,Delta,Decision,Confidence,Economic_Role,Domestic_Demand,Export_Orientation,Industry_Form,Tech_Distribution_Review,Map_Rework_Risk,Serenissima_Protected,Historical_Evidence,Level_Rationale,Source_1,Source_2,Notes,Base_Historical_Target_Level,Overlay_Type,Overlay_Reason
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_fishing_wharf,Fishing Wharves,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5331 | CURRENT_PM=pm_simple_fishing|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_livestock_ranch,Livestock Ranches,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5357 | CURRENT_PM=pm_sheep_farms|pm_slaughterhouses|pm_standard_fences|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_logging_camp,Logging Camps,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5370 | CURRENT_PM=pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0,LOGGING_CALIBRATION,Wood supply calibration replaces unsafe research-only level.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_port,Port,1,2,1,INCREASE,HIGH,EXPORT_INTERCONTINENTAL,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,YES,NONE,NO,Stettin served as Prussia’s deliberately developed maritime gateway for overseas imports in 1720–1770.,"Level 2 for an important national port, below major entrepôt scale.",https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5389 | CURRENT_PM=pm_basic_port,2,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_railway,Regional Infrastructure,0,1,1,ADD,MEDIUM,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,NONE,OTHER,NO,NONE,NO,State water-engineering and transport projects sought to connect Stettin to Berlin and improve commercial movement.,"Level 1 represents structured terrestrial transport capacity, not rail.",https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14,,ROAD_LEVEL_JUSTIFICATION=State water-engineering and transport projects sought to connect Stettin to Berlin and improve commercial movement.; CANAL_LEVEL_JUSTIFICATION=Canal capacity is represented mainly in Brandenburg; no extra canal level here to avoid double counting.; RAIL=pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_rye_farm,Rye Farms,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5344 | CURRENT_PM=pm_potatoes|pm_soil_enriching_farming|pm_tools,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_shipyard,Shipyards,0,1,1,ADD,LOW,DOMESTIC_NATIONAL,DOMESTIC_NATIONAL,EXPORT_REGIONAL,SHIPYARD_CLUSTER,YES,NONE,NO,"A national maritime gateway implies organized repair/building capacity, though evidence for exceptional scale is lacking.",One low-confidence level only.,https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_POMERANIA,Pomerania,building_trade_center,Trade Center,4,1,-3,DECREASE,HIGH,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,NO,NONE,NO,"Stettin handled overseas imports and redistribution into the Prussian hinterland, but merchants still judged Hamburg superior.",Conservative trade-center seed: level 1 only because the state contains a documented redistribution/long-distance hub.,https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5312 | CURRENT_PM=pm_trade_center_trade_quantity_normal,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_construction_sector,Construction Sector,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5927 | CURRENT_PM=pm_iron_frame_buildings,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_government_administration,Government Administration,5,1,-4,DECREASE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5884 | CURRENT_PM=pm_horizontal_drawer_cabinets|pm_professional_bureaucrats|pm_religious_bureaucrats,0,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_steel_mill,Steel Mills,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5970 | CURRENT_PM=pm_automation_disabled|pm_blister_steel_process,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_textile_mill,Textile Manufacture,0,2,2,ADD,MEDIUM,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,NO,NONE,NO,The Rhine/Ruhr/Westphalian zone contained vibrant eighteenth-century export-oriented textile proto-industry.,Levels kept conservative because Prussian ownership fragments do not map cleanly to whole historical districts.,https://eh.net/book_reviews/from-old-regime-to-industrial-state-a-history-of-german-industrialization-from-the-eighteenth-century-to-world-war-i/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_tooling_workshop,Tooling Workshops,6,0,-6,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5938 | CURRENT_PM=pm_automation_disabled|pm_steel,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_trade_center,Trade Center,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5914 | CURRENT_PM=pm_trade_center_trade_quantity_normal,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_vineyard,Vineyards,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5895 | CURRENT_PM=default_building_vineyard|pm_road_carts,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RHINELAND,Rhineland,building_wheat_farm,Wheat Farms,4,0,-4,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5957 | CURRENT_PM=pm_citrus_orchards|pm_soil_enriching_farming|pm_tools,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_arms_industry,Arms Industries,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7543 | CURRENT_PM=pm_automation_disabled|pm_muskets,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_artillery_foundry,Artillery Foundry,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7554 | CURRENT_PM=pm_automation_disabled|pm_cannons,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_chemical_plant,Fertilizer Plants,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7583 | CURRENT_PM=pm_artificial_fertilizers,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_coal_mine,Coal Mines,2,1,-1,DECREASE,MEDIUM,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_EXTRACTION,NO,NONE,NO,"Coal mining in the Ruhr existed before industrial takeoff, though still on a much smaller scale than in the nineteenth century.",One level only for organized preindustrial extraction.,https://www.ruhrmuseum.de/en/the-ruhr-area/history/,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7607 | CURRENT_PM=pm_atmospheric_engine_pump_building_coal_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_explosives_factory,Explosives Factory,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7596 | CURRENT_PM=pm_leblanc_process,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_iron_mine,Iron Mines,4,0,-4,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7620 | CURRENT_PM=pm_atmospheric_engine_pump_building_iron_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_munition_plant,Munition Plants,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7565 | CURRENT_PM=pm_automation_disabled|pm_percussion_caps,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,NO,NONE,NO,The Rhine/Ruhr/Westphalian zone contained vibrant eighteenth-century export-oriented textile proto-industry.,Levels kept conservative because Prussian ownership fragments do not map cleanly to whole historical districts.,https://eh.net/book_reviews/from-old-regime-to-industrial-state-a-history-of-german-industrialization-from-the-eighteenth-century-to-world-war-i/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_RUHR,Ruhr,building_wheat_farm,Wheat Farms,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7639 | CURRENT_PM=pm_citrus_orchards|pm_soil_enriching_farming|pm_tools,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_coal_mine,Coal Mines,6,1,-5,DECREASE,LOW,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_EXTRACTION,NO,NONE,NO,Coal extraction existed in Upper Silesia before the large state-led expansion beginning after 1777.,Only level 1; the major heavy-industry boom belongs after the cutoff.,https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14,https://journals.iaepan.pl/khkm/article/view/926,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:179 | CURRENT_PM=pm_atmospheric_engine_pump_building_coal_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,1,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_construction_sector,Construction Sector,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:168 | CURRENT_PM=pm_iron_frame_buildings,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_iron_mine,Iron Mines,3,1,-2,DECREASE,LOW,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_EXTRACTION,NO,NONE,NO,"Iron resources were worked before the later Reden/Heynitz expansion, but 1776 scale should remain conservative.",Level 1 with low confidence; avoids importing the post-1777 heavy-industry complex backward.,https://journals.iaepan.pl/khkm/article/view/926,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:217 | CURRENT_PM=pm_atmospheric_engine_pump_building_iron_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,1,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_lead_mine,Lead Mines,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:198 | CURRENT_PM=pm_atmospheric_engine_pump_building_lead_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_livestock_ranch,Livestock Ranches,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:236 | CURRENT_PM=pm_sheep_farms|pm_slaughterhouses|pm_standard_fences|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_railway,Regional Infrastructure,0,1,1,ADD,LOW,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,NONE,OTHER,NO,NONE,NO,"Commercial roads connected textile districts to export routes, but high engineered-road capacity is not proven at the cutoff.","Level 1 represents structured terrestrial transport capacity, not rail.",https://www.cambridge.org/core/books/abs/slavery-hinterland/spinning-and-weaving-for-the-slave-trade-protoindustry-in-eighteenthcentury-silesia/348BEF11DC7A33FFD8A5EBC839BEA7E4,,"ROAD_LEVEL_JUSTIFICATION=Commercial roads connected textile districts to export routes, but high engineered-road capacity is not proven at the cutoff.; CANAL_LEVEL_JUSTIFICATION=No industrial canal level assigned within these owner-state rows.; RAIL=pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv",1,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_rye_farm,Rye Farms,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:249 | CURRENT_PM=pm_simple_farming|pm_sugar_beets|pm_tools,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_UPPER_SILESIA,Upper Silesia,building_textile_mill,Textile Manufacture,2,2,0,KEEP,HIGH,EXPORT_INTERCONTINENTAL,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,PROTO_INDUSTRIAL_DISTRICT,NO,NONE,NO,Silesian linen was one of Central Europe’s major eighteenth-century export proto-industries and supplied Atlantic markets.,Higher level in Lower Silesia reflects the strongest linen concentration; Upper Silesia kept lower.,https://www.cambridge.org/core/books/abs/slavery-hinterland/spinning-and-weaving-for-the-slave-trade-protoindustry-in-eighteenthcentury-silesia/348BEF11DC7A33FFD8A5EBC839BEA7E4,https://www.cambridge.org/core/books/abs/globalized-peripheries/fierce-competition-silesian-linens-and-indian-cottons-on-the-west-african-coast-in-the-late-seventeenth-and-early-eighteenth-centuries/E2AD9C087FE4152A7D4D78123B55A46D,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:149 | CURRENT_PM=pm_dye_workshops|pm_no_luxury_clothes|pm_traditional_looms,2,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_government_administration,Government Administration,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5705 | CURRENT_PM=pm_horizontal_drawer_cabinets|pm_professional_bureaucrats|pm_religious_bureaucrats,0,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_iron_mine,Iron Mines,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5735 | CURRENT_PM=pm_atmospheric_engine_pump_building_iron_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_rye_farm,Rye Farms,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5773 | CURRENT_PM=pm_potatoes|pm_soil_enriching_farming|pm_tools,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_sulfur_mine,Sulfur Mines,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5754 | CURRENT_PM=pm_atmospheric_engine_pump_building_sulfur_mine|pm_no_explosives|pm_no_steam_automation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,EXPORT_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,NO,NONE,NO,The Rhine/Ruhr/Westphalian zone contained vibrant eighteenth-century export-oriented textile proto-industry.,Levels kept conservative because Prussian ownership fragments do not map cleanly to whole historical districts.,https://eh.net/book_reviews/from-old-regime-to-industrial-state-a-history-of-german-industrialization-from-the-eighteenth-century-to-world-war-i/,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R1_WESTERN_EUROPE,PRU,Prussia,STATE_WESTPHALIA,Westphalia,building_tooling_workshop,Tooling Workshops,5,0,-5,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:5716 | CURRENT_PM=pm_automation_disabled|pm_steel,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_WEST_PRUSSIA,West Prussia,building_fishing_wharf,Fishing Wharves,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:504 | CURRENT_PM=pm_simple_fishing|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_WEST_PRUSSIA,West Prussia,building_livestock_ranch,Livestock Ranches,0,1,1,ADD,LOW,DOMESTIC_REGIONAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,Commercial animal husbandry complemented the estate grain economy.,One conservative level.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-europe/agrarian-history-of-prussia/2D0C27B29C6D623C20B4D3CF0157EA66,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_WEST_PRUSSIA,West Prussia,building_port,Port,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,NONE,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:517 | CURRENT_PM=pm_basic_port,0,NONE,Frozen historical target unchanged.
R2_NORTHERN_CENTRAL_EASTERN_EUROPE,PRU,Prussia,STATE_WEST_PRUSSIA,West Prussia,building_rye_farm,Rye Farms,0,2,2,ADD,MEDIUM,EXPORT_REGIONAL,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,NONE,NO,The eastern Prussian grain economy was strongly market-oriented and integrated into Baltic export circuits.,Level 2 for a major grain-surplus zone.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-europe/agrarian-history-of-prussia/2D0C27B29C6D623C20B4D3CF0157EA66,,PROVENANCE_FILE=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
