Research_Region,Owner_TAG,Country,State_ID,State_Name,Building_ID,Building_Name,Target_Level,Confidence,Economic_Role,Domestic_Demand,Export_Orientation,Industry_Form,Historical_Evidence,Level_Rationale,Tech_Distribution_Review,Map_Rework_Risk,Multi_Researched,Conflict_Resolution,Source_1,Source_2,Notes
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SD1,The Sudan,STATE_KORDOFAN,Kordofan,building_millet_farm,Millet Farms,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,Millet/grain cultivation supported settled Sudanese economies.,Millet/grain cultivation supported settled Sudanese economies.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_millet_farm,Millet Farms,2,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,Millet/grain agriculture supported the settled western-Sahel economy.,Millet/grain agriculture supported the settled western-Sahel economy.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_railway,Regional Infrastructure,1,MEDIUM,INFRASTRUCTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.","A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SGU,Segou,STATE_WESTERN_MALI,Western Mali,building_textile_mill,Textile Manufacture,1,MEDIUM,MANUFACTURING,DOMESTIC_REGIONAL,NONE,MANUFACTURING,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SIK,Sikkim,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Highland pastoralism supports one conservative commercial ranch level.,Highland pastoralism supports one conservative commercial ranch level.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SIK,Sikkim,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,building_millet_farm,Millet Farms,1,MEDIUM,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,Hill agriculture supports one conservative millet level.,Hill agriculture supports one conservative millet level.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SPA,Spain,STATE_AL_RIF,al Rif,building_barrack,Barracks,1,HIGH,MILITARY,MILITARY_STATE_DEMAND,NONE,OTHER,A presidio garrison requires a permanent military establishment; one level only.,A presidio garrison requires a permanent military establishment; one level only.,YES,NONE,NO,,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SPA,Spain,STATE_AL_RIF,al Rif,building_naval_fortification,Naval Fortification,1,HIGH,MILITARY,MILITARY_STATE_DEMAND,NONE,OTHER,A fortified Spanish presidio/harbor is directly consistent with the state partition.,A fortified Spanish presidio/harbor is directly consistent with the state partition.,YES,NONE,NO,,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,SPA,Spain,STATE_AL_RIF,al Rif,building_port,Port,1,HIGH,PORT,DOMESTIC_REGIONAL,NONE,OTHER,The Spanish North African enclave depended on a fortified Mediterranean harbor.,The Spanish North African enclave depended on a fortified Mediterranean harbor.,YES,NONE,NO,,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,STATE_CHAD,Chad,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,STATE_LIBYA,Cyrenaica,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,STATE_LIBYAN_DESERT,Fezzan,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TBI,Tubu,STATE_NIGER,Niger,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TEK,Tekna,STATE_INNER_MOROCCO,Inner Morocco,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TEK,Tekna,STATE_SAHARA,Sahara,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TEK,Tekna,STATE_WEST_SAHARA,West Sahara,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_EASTERN_HIMALAYAS,Eastern Himalayas,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Highland pastoralism is the dominant commercializable sector.,Highland pastoralism is the dominant commercializable sector.,NO,NONE,YES,RESOLVED_KEEP_LEVEL_1,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_LHASA,Lhasa,building_government_administration,Government Administration,1,HIGH,DOMESTIC_NATIONAL,DOMESTIC_NATIONAL,NONE,OTHER,Seat of Tibetan government and major monastic-administrative institutions,One level for concentrated state administration.,YES,NONE,YES,RESOLVED_KEEP_EAST_ASIA_LEVEL_1,https://academic.oup.com/edited-volume/61799/chapter/546340776,,PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_LHASA,Lhasa,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Tibetan wool/yak pastoralism was central to production and trade.,Tibetan wool/yak pastoralism was central to production and trade. | Corrected overlap review sets final level to 1 (raw supplied levels: [2]).,NO,NONE,YES,RESOLVED_TO_LEVEL_1_CONSERVATIVE,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_LHASA,Lhasa,building_textile_mill,Textile Manufacture,1,HIGH,MANUFACTURING,DOMESTIC_REGIONAL,NONE,MANUFACTURING,Coarse woollen cloth and serge are specifically described as principal Tibetan manufactures.,Coarse woollen cloth and serge are specifically described as principal Tibetan manufactures.,YES,NONE,YES,RESOLVED_KEEP_LEVEL_1,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_LHASA,Lhasa,building_trade_center,Trade Center,1,HIGH,TRADE_CENTER,DOMESTIC_REGIONAL,ENTREPOT_REEXPORT,OTHER,"Lhasa hosted foreign merchant communities and long-distance trade with Nepal, Kashmir, India and China. || Lhasa was the convergence point of Nepal, Ladakh, Sichuan and Qing trade routes","Lhasa hosted foreign merchant communities and long-distance trade with Nepal, Kashmir, India and China. || True caravan entrepôt but limited scale relative to maritime hubs; level 1.",NO,NONE,YES,MERGE_COMPATIBLE_LEVEL_1,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,https://academic.oup.com/edited-volume/61799/chapter/546340776,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv | PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TIB,Tibet,STATE_NGARI,Ngari,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,NONE,COMMERCIAL_AGRICULTURE,"Western Tibet’s pastoral economy supplied wool, salt and animal products. || Pastoral products and pashmina/wool moved through long-distance routes","Western Tibet’s pastoral economy supplied wool, salt and animal products. || One commercial pastoral level. | Corrected overlap review sets final level to 1 (raw supplied levels: [1, 2]).",NO,NONE,YES,RESOLVED_TO_LEVEL_1_CONSERVATIVE,https://www.cambridge.org/core/books/abs/narratives-of-the-mission-of-george-bogle-to-tibet/trade-of-tibet/9B11E89C4A170CD2B4DB5544656947DF,https://academic.oup.com/edited-volume/61799/chapter/546340776,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv | PROVENANCE_FILE=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_LIBYA,Cyrenaica,building_livestock_ranch,Livestock Ranches,1,MEDIUM,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_LIBYA,Cyrenaica,building_port,Port,1,HIGH,PORT,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,Tripolitanian/Cyrenaican maritime trade justifies one modest port level.,Tripolitanian/Cyrenaican maritime trade justifies one modest port level.,YES,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_LIBYA,Cyrenaica,building_railway,Regional Infrastructure,1,MEDIUM,INFRASTRUCTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.","A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_livestock_ranch,Livestock Ranches,1,MEDIUM,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_naval_fortification,Naval Fortification,1,MEDIUM,MILITARY,MILITARY_STATE_DEMAND,NONE,OTHER,The fortified corsair port supports one naval-fortification level.,The fortified corsair port supports one naval-fortification level.,YES,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_port,Port,1,HIGH,PORT,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,Tripolitanian/Cyrenaican maritime trade justifies one modest port level.,Tripolitanian/Cyrenaican maritime trade justifies one modest port level.,YES,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_railway,Regional Infrastructure,1,MEDIUM,INFRASTRUCTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.","A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_shipyard,Shipyards,1,MEDIUM,SHIPBUILDING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,Tripoli’s corsair/commercial fleet required ship repair and construction; one level only.,Tripoli’s corsair/commercial fleet required ship repair and construction; one level only.,YES,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRI,Tripolitania,STATE_TRIPOLI,Tripoli,building_trade_center,Trade Center,1,HIGH,TRADE_CENTER,DOMESTIC_REGIONAL,ENTREPOT_REEXPORT,OTHER,Tripoli was the Mediterranean terminus of important Fezzan/Sudan caravan traffic and maritime redistribution.,Tripoli was the Mediterranean terminus of important Fezzan/Sudan caravan traffic and maritime redistribution.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/la-traite-des-esclaves-noirs-en-libye-au-xviiie-siecle/7245C0AEDD8C0103C7AF3AC0CE314C0F,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRM,Turkmenia,STATE_TURKMENIA,Turkmenia,building_livestock_ranch,Livestock Ranches,2,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.iranicaonline.org/articles/central-asia-xi/,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRM,Turkmenia,STATE_TURKMENIA,Turkmenia,building_textile_mill,Textile Manufacture,1,MEDIUM,MANUFACTURING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,MANUFACTURING,Wool/felt and textile production tied to pastoral households and oasis markets supports one level.,Wool/felt and textile production tied to pastoral households and oasis markets supports one level.,NO,NONE,NO,,https://www.iranicaonline.org/articles/central-asia-xi/,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
R3_MIDDLE_EAST_NORTH_AFRICA_CAUCASUS_CENTRAL_ASIA,TRZ,Trarza,STATE_MAURITANIA,Mauritania,building_livestock_ranch,Livestock Ranches,1,HIGH,AGRICULTURE_COMMERCIAL,DOMESTIC_REGIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,NO,NONE,NO,,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/fortunes-commerciales-a-shingiti-adrar-mauritanien-au-dixneuvieme-siecle/11CB84108760623CA588046FACE1B916,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_R3_RECOMMENDATIONS.csv
