Technology_ID,Current_Parents,Proposed_Parents,Current_Era,Proposed_Era,Current_Role,Proposed_Role,Change_Type,Reason,Historical_Compromise,Gameplay_Benefit,Distribution_Impact,Risk
medical_degrees,,codified_practical_knowledge,era_3,era_3,Déblocage loi,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
military_aviation,wargaming,wargaming,era_10,era_10,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
military_drill,standing_army,standing_army,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
military_statistics,general_staff,general_staff,era_9,era_9,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
military_topographic_surveying,,permanent_engineer_services,era_4,era_4,Nœud structurel,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
military_veterinary_services,horse_artillery,horse_artillery;veterinary_science,era_5,era_5,Déblocage contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
mine_safety_engineering,deep_mine_engineering,deep_mine_engineering,era_5,era_5,Bonus technologique,Bonus technologique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
mobile_armor,military_aviation;stormtroopers,military_aviation;stormtroopers,era_12,era_12,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
modern_financial_instruments,corporate_management;international_exchange_standards,corporate_management;international_exchange_standards,era_12,era_12,Bonus technologique,Bonus technologique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
modern_lighthouse_optics,hydrographic_surveying,hydrographic_surveying,era_6,era_6,Aucun rôle gameplay direct,Sécurité et efficacité portuaire,ADD_MODIFIER,Le nœud est actuellement une feuille sans effet ou de trop faible valeur.,"Bonus institutionnel limité, directement lié au concept.",Ajout proposé : building_port_throughput_add = 0.05.,0 grant(s) structurel(s) simulé(s),LOW: valeur à confirmer en runtime économique.
modern_nursing,battlefield_evacuation,battlefield_evacuation,era_7,era_7,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
modern_sewerage,organized_immunization_campaigns,organized_immunization_campaigns,era_8,era_8,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
monitor_tech,breech_loading_artillery;ironclad_tech,breech_loading_artillery;ironclad_tech,era_8,era_8,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
multilateral_alliances,international_relations;pan-nationalism,international_relations;pan-nationalism,era_10,era_10,Bonus technologique,Bonus technologique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
mutual_funds,institutionalized_public_credit;joint_stock_companies,institutionalized_public_credit;joint_stock_companies,era_8,era_8,Déblocage PM/loi,Déblocage PM/loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
mysorean_iron_cased_rocketry,,,era_4,era_4,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
napoleonic_warfare,artillery;line_infantry,artillery;line_infantry,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
national_sovereignty,constitutional_government;periodical_print_networks,constitutional_government;periodical_print_networks,era_4,era_4,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
nationalism,national_sovereignty,national_sovereignty,era_7,era_7,Déblocage loi/contenu militaire/diplomatique,Déblocage loi/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
navigation,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
nco_training,wargaming,wargaming,era_11,era_11,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
nitrogen_fixation,improved_fertilizer,improved_fertilizer,era_11,era_11,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
nitroglycerin,industrial_acids,industrial_acids,era_7,era_7,Déblocage bâtiment/PM,Déblocage bâtiment/PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
oil_turbine,steam_turbine,steam_turbine,era_12,era_12,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
open_hearth_process,bessemer_process,bessemer_process,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
optical_telegraph_networks,periodical_print_networks,periodical_print_networks,era_4,era_4,Aucun rôle gameplay direct,Communication administrative et diplomatique rapide,ADD_MODIFIER,Le nœud est actuellement une feuille sans effet ou de trop faible valeur.,"Bonus institutionnel limité, directement lié au concept.",Réduire la proposition à country_influence_add = 10; bonus perceptible mais prudent.,0 grant(s) structurel(s) simulé(s),LOW-MEDIUM: valeur à confirmer en runtime.
organized_elementary_schooling,,codified_practical_knowledge,era_3,era_3,Déblocage loi,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
organized_financial_institutions,,,N/A,era_1,Nouveau nœud,"Tronc structurel pur de comptabilité, crédit et intermédiation",REDEFINE_NODE,Les enfants donnent déjà une valeur suffisante au tronc.,N'implique ni banque centrale ni bourse moderne.,Retire country_loan_interest_rate_add = -0.01 et évite un bonus économique gratuit.,34 grant(s) structurel(s) simulé(s),LOW
organized_forestry,improved_husbandry,improved_husbandry,era_2,era_2,Déblocage PM,Organisation forestière et rendement des camps de bûcherons,ADD_MODIFIER,Le nœud est actuellement une feuille sans effet ou de trop faible valeur.,"Bonus institutionnel limité, directement lié au concept.",Ajout proposé : building_logging_camp_throughput_add = 0.05.,0 grant(s) structurel(s) simulé(s),LOW: valeur à confirmer en runtime économique.
organized_immunization_campaigns,active_principle_pharmacy;vaccination,active_principle_pharmacy;vaccination,era_6,era_6,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
organized_military_establishments,,,N/A,era_1,Nouveau nœud,"Tronc structurel pur d'organisation militaire, doctrine, fortification et services",REDEFINE_NODE,Le tronc unique avec caserne confondait capacité tactique et appareil permanent complet.,"Le grant ne représente qu'une capacité organisationnelle générale, sans bâtiment automatique.",Sépare organisation et armement; aucun déblocage direct ni modifier.,138 grant(s) structurel(s) simulé(s),LOW-MEDIUM: contrôler la lisibilité des deux branches en runtime.
organized_naval_establishments,,,N/A,era_1,Nouveau nœud,Tronc structurel pur de capacité navale organisée,REDEFINE_NODE,"Le concept est valide pour 54 pays, mais les bâtiments déplacés créeraient un grant collatéral.",Capacité d'administration et de soutien naval sans arsenal d'État imposé.,Conserve la convergence navale sans unlock direct.,54 grant(s) structurel(s) simulé(s),LOW
organized_reform_movements,human_rights;periodical_print_networks,human_rights;periodical_print_networks,era_5,era_5,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
organized_sports,nationalism,nationalism,era_8,era_8,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
organized_textile_production,,,era_1,era_1,Déblocage bâtiment/PM,Déblocage bâtiment/PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
organized_workshops,,,era_1,era_1,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
paddle_steamer,scientific_naval_architecture,scientific_naval_architecture,era_5,era_5,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pan-nationalism,nationalism,nationalism,era_8,era_8,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pasteurization,vacuum_canning,vacuum_canning,era_10,era_10,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
paved_roads,combustion_engine;professional_civil_engineering,combustion_engine;professional_civil_engineering,era_10,era_10,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
percussion_cap,armament_standardization_inspection;rifling,armament_standardization_inspection;rifling,era_5,era_5,Déblocage bâtiment/PM,Déblocage bâtiment/PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
periodical_print_networks,,,era_1,era_1,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
permanent_engineer_services,,organized_military_establishments,era_4,era_4,Déblocage contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,1 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
permanent_military_hospitals,,organized_military_establishments,era_3,era_3,Déblocage contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
pharmaceuticals,medical_degrees;organized_immunization_campaigns,medical_degrees;organized_immunization_campaigns,era_6,era_6,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
philosophical_pragmatism,experimental_research_laboratories,experimental_research_laboratories,era_8,era_8,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
plastics,art_silk,art_silk,era_10,era_10,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pneumatic_tools,rotary_valve_engine,rotary_valve_engine,era_10,era_10,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
political_agitation,mass_circulation_press;organized_reform_movements,mass_circulation_press;organized_reform_movements,era_10,era_10,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
political_economy,,codified_practical_knowledge,era_3,era_3,Déblocage loi,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
polytechnical_education,specialized_technical_academies,specialized_technical_academies,era_4,era_4,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
portland_cement,hydraulic_cements,hydraulic_cements,era_7,era_7,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
postal_savings,institutionalized_public_credit,institutionalized_public_credit,era_5,era_5,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
power_of_the_purse,admiralty,admiralty,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pre_dreadnought_tech,ironclad_tech,ironclad_tech,era_10,era_10,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
precision_boring,atmospheric_engine;coke_smelting;organized_workshops,atmospheric_engine;coke_smelting;organized_workshops,era_4,era_4,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pressed_glass,crystal_glass;industrial_alkalis;mechanical_tools,crystal_glass;industrial_alkalis;mechanical_tools,era_6,era_6,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
professional_civil_engineering,improved_road_engineering;industrial_canals,improved_road_engineering;industrial_canals,era_5,era_5,Déblocage bâtiment/PM,Déblocage bâtiment/PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
professional_civil_policing,systematic_administrative_statistics;systematic_legal_codification,systematic_administrative_statistics;systematic_legal_codification,era_6,era_6,Déblocage loi,Déblocage loi,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
prospecting,geological_surveying,geological_surveying,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
psychiatry,empiricism,empiricism,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
psychoanalysis,clinicopathological_medicine,clinicopathological_medicine,era_10,era_10,Bonus technologique,Bonus technologique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
puddling_and_rolling,coke_smelting,coke_smelting,era_4,era_4,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
pumpjacks,geological_surveying;steam_donkey,geological_surveying;steam_donkey,era_9,era_9,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
quinine,active_principle_pharmacy,active_principle_pharmacy,era_7,era_7,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
radio,telephone,telephone,era_11,era_11,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
railways,high_pressure_steam;professional_civil_engineering;puddling_and_rolling,high_pressure_steam;professional_civil_engineering;puddling_and_rolling,era_6,era_6,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
rationalism,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
realism,romanticism,romanticism,era_7,era_7,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
regulated_small_arms,,organized_military_establishments,era_2,era_2,Déblocage bâtiment/contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
reinforced_concrete,bessemer_process;portland_cement,bessemer_process;portland_cement,era_8,era_8,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
repeaters,percussion_cap;rifling,percussion_cap;rifling,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
rifling,armament_standardization_inspection;light_infantry_tactics,armament_standardization_inspection;light_infantry_tactics,era_5,era_5,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
romanticism,institutionalized_scientific_exchange,institutionalized_scientific_exchange,era_7,era_7,Déblocage bâtiment/loi/contenu militaire/diplomatique,Déblocage bâtiment/loi/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
rotary_valve_engine,watertube_boiler,watertube_boiler,era_8,era_8,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
rotative_steam_power,condensing_steam_engines,condensing_steam_engines,era_5,era_5,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
rubber_mastication,industrial_acids,fractional_distillation,era_7,era_7,Déblocage bâtiment,Spécialisation rattachée à un tronc identifiable,REPLACE_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
scientific_fortification_siegecraft,,organized_military_establishments,era_1,era_1,Déblocage bâtiment,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
scientific_metrology,institutionalized_scientific_exchange;systematic_administrative_statistics,institutionalized_scientific_exchange;systematic_administrative_statistics,era_4,era_4,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
scientific_naval_architecture,,organized_naval_establishments,era_2,era_2,Déblocage contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
screw_frigate,paddle_steamer,paddle_steamer,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
sea_lane_strategies,jeune_ecole,jeune_ecole,era_10,era_10,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
selective_breeding,improved_husbandry,improved_husbandry,era_3,era_3,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
self_propelled_torpedoes,shell_gun,shell_gun,era_8,era_8,Déblocage contenu militaire/diplomatique,Déblocage contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
sericulture,,,era_7,era_7,Alias de compatibilité non recherchable,Alias de compatibilité non recherchable,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
shaft_mining,,,era_1,era_1,Déblocage bâtiment/contenu militaire/diplomatique,Déblocage bâtiment/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
shell_gun,scientific_naval_architecture;standardized_field_artillery,scientific_naval_architecture;standardized_field_artillery,era_6,era_6,Déblocage PM/contenu militaire/diplomatique,Déblocage PM/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
shift_work,interchangeable_manufacture,interchangeable_manufacture,era_8,era_8,Nœud structurel,Nœud structurel,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
ship_classification_surveying,,organized_naval_establishments,era_3,era_3,Nœud structurel,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,1 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
socialism,early_socialism_cooperativism;labor_movement,early_socialism_cooperativism;labor_movement,era_7,era_7,Déblocage loi/contenu militaire/diplomatique,Déblocage loi/contenu militaire/diplomatique,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
specialized_professional_societies,experimental_research_laboratories,experimental_research_laboratories,era_5,era_5,Déblocage PM,Déblocage PM,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
specialized_technical_academies,institutionalized_scientific_exchange,institutionalized_scientific_exchange,era_3,era_3,Déblocage bâtiment,Déblocage bâtiment,KEEP,Aucun changement architectural prioritaire proposé dans cette passe.,Aucun,Préserve une branche déjà cohérente.,0 grant(s) structurel(s) simulé(s),LOW
standardized_field_artillery,,organized_military_establishments,era_3,era_3,Déblocage PM/contenu militaire/diplomatique,Spécialisation rattachée à un tronc identifiable,ADD_EDGE,Rattachement à un socle général ou à la chaîne productive du bâtiment.,"L’arête représente une capacité générale de gameplay, pas une causalité littérale.",Réduit les roots spécialisés et améliore la lecture de la branche.,0 grant(s) structurel(s) simulé(s),MEDIUM: vérifier les grants structurels calculés.
