"Technology_ID","Era","Category","Current_EN_Name","Current_FR_Name","Current_EN_Description","Current_FR_Description","Issue_Type","Needs_Name_Change","Needs_Description_Change","Notes"
"artillery","era_7","military","Artillery","Artillerie","Long-range bombardment with heavy munitions intimidates and scatters enemy forces without risking your own troops. Inaccurate, slow-moving, and expensive, yet a crucial ingredient in any modern army.","Le bombardement à longue portée avec des munitions lourdes intimide et disperse les forces ennemies sans mettre en danger vos propres troupes. Imprécis, lent et coûteux, c’est pourtant un ingrédient essentiel de toute armée moderne.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/goods_l_english.yml; fr=localization/french/goods_l_french.yml; prerequisites=gunsmithing; unlocks=none"
"automatic_bottle_blowers","era_10","production","Automatic Bottle Blowers","Souffleuses de bouteilles automatiques","By automating the process of blowing the glass into a bottle shape, it is possible to make many more bottles a day.","En automatisant le processus de soufflage du verre pour lui donner la forme d’une bouteille, il est possible de fabriquer beaucoup plus de bouteilles par jour.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=pressed_glass; unlocks=production_methods:pm_automatic_bottle_blowers"
"automatic_machine_guns","era_11","military","Automatic Machine Guns","Mitrailleuse automatique","The machine gun takes the concept of the handcranked machine gun and cranks it up a notch, replacing the human rotation with an automated system to allow for more bullets to be fired even faster.","La mitrailleuse automatique reprend le principe de la mitrailleuse à manivelle dans une version améliorée, puisqu’elle remplace l’intervention humaine par un système automatisé permettant de tirer davantage et encore plus vite.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=handcranked_machine_gun bolt_action_rifles; unlocks=production_methods:pm_recoiled_barrels"
"baking_powder","era_7","production","Baking Powder","Levure chimique","Baked goods have been around since the dawn of civilization, but only with the advent of baking powder has baking at an industrial scale become truly possible.","Les produits de boulangerie existent depuis l’aube de la civilisation, mais ce n’est qu’avec l’arrivée de la levure chimique que la production de ces produits à l’échelle industrielle est devenue vraiment possible.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=industrial_alkalis sugar_refining; unlocks=production_methods:pm_baking_powder|production_methods:pm_refined_spiced_food_preparations"
"banking","era_7","society","Banking","Banque","A vast financial institution, the bank provides security for public and private interests, and can become the centerpiece of a vast monetary network of investments, loans, and opportunities.","Vaste institution financière, la banque assure la sécurité des intérêts publics et privés et peut devenir la pièce maîtresse d’un vaste réseau monétaire d’investissements et de prêts.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=currency_standards; unlocks=none"
"battlefleet_tactics","era_12","military","Modern Battlefleet Tactics","Tactiques modernes de la flotte de combat","Operating a large battlefleet can be a difficult task. By practicing and learning specific tactics as a fleet, greater performance can be achieved.","Diriger une grande flotte de combat peut s’avérer difficile. En apprenant et en essayant des tactiques spécifiques, il est possible d’améliorer ses performances au combat.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=dreadnought_tech sea_lane_strategies destroyer; unlocks=production_methods:pm_battlefleet_tactics"
"battleship_tech","era_12","military","$ship_type_super_dreadnought$","$ship_type_super_dreadnought$","By taking the dreadnought design and making all the guns high caliber, as well as some other changes, it is possible to make an even more devastating warship.","En se basant sur la conception de la frégate, en optant pour des canons de gros calibre, et en apportant d’autres modifications, il est possible de fabriquer un navire de guerre encore plus puissant.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=dreadnought_tech concrete_dockyards; unlocks=none"
"behaviorism","era_11","society","Behaviorism","Comportementalisme","Establishing the law of effect, it becomes possible to create a predictive model of behavior that can be applied to the public at large.","Il devient possible avec la loi de l’effet de créer un modèle prédictif de comportement et de l’appliquer au grand public.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=experimental_research_laboratories philosophical_pragmatism; unlocks=none"
"bessemer_process","era_7","production","Bessemer Process","Procédé Bessemer","The Bessemer process is a technique for the mass production of steel from pig iron.","Le procédé Bessemer est une technique visant à produire de l’acier en grande quantité à partir de fonte brute.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=hot_blast_smelting; unlocks=production_methods:pm_bessemer_process|production_methods:pm_thomas_process"
"bolt_action_rifles","era_9","military","Bolt-Action Rifle","Fusil à verrou","A bolt action rifle works by having a bolt which is manually manipulated to put the cartridge in or out of the rife, which allows for a more reliable and powerful weapon.","Un fusil à verrou fonctionne à l’aide d’un verrou manipulé manuellement pour insérer ou retirer la cartouche du fusil, ce qui permet d’obtenir une arme plus fiable et plus puissante.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=repeaters; unlocks=production_methods:pm_bolt_action_rifles"
"breech_loading_artillery","era_8","military","Breech-Loading Artillery","Armes à chargement par la culasse","By changing the design to load the shells from a port in the artillery, rather than down the barrel it is possible to make a much more efficient weapons.","En modifiant la conception de l’arme pour la charger depuis l’arrière plutôt que par le canon, il est possible de fabriquer des armes bien plus efficaces.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=shell_gun; unlocks=production_methods:pm_breech_loaders"
"camera","era_7","society","Camera","Appareil photo","Through a complex chemical process it is possible to capture reality itself in a single moment. An instant painting.","Grâce à un processus chimique complexe, il est possible de capturer la réalité elle-même à un instant précis. Un tableau instantané.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=experimental_research_laboratories romanticism; unlocks=production_methods:pm_photographic_art"
"carrier_tech","era_12","military","Aircraft Carrier","Porte-avions","By designing large ships with a large flat deck and equipping them appropriately, it is possible to create a sea borne airfield.","En concevant d’immenses navires dotés d’un grand pont et en les équipant correctement, il est possible de mettre en place un aérodrome sur la mer.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=dreadnought_tech military_aviation; unlocks=none"
"central_archives","era_7","society","Central Archives","Archives centrales","A modern state requires good record-keeping, and good record-keeping requires thorough paperwork. If you wish to learn more, please fill form ML-4.11866 in triplicate and expect a reponse in 2-5 working days.","Un État moderne nécessite un archivage de qualité, et un archivage de qualité nécessite des formalités administratives complètes. Si vous souhaitez en savoir plus, veuillez remplir le formulaire ML-4.11866 en trois exemplaires et attendre une réponse dans les 2 à 5 jours ouvrables.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=centralization; unlocks=none"
"central_banking","era_7","society","Central Banking","Banque centrale","Harnessing and centralizing the banks brings an immense amount of power into the hands of the government.","La centralisation des banques accorde un pouvoir immense au gouvernement.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=banking; unlocks=none"
"central_planning","era_11","society","Central Planning","Plan centralisé","Leveraging all the latest innovations in management science and electric communication, long-term plans for sweeping societal development can be coordinated by a single administrative office.","Grâce aux dernières innovations en matière de sciences de la gestion et de communication électrique, les plans à long terme pour un développement sociétal considérable peuvent être coordonnés par un seul bureau administratif.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=identification_documents; unlocks=production_methods:pm_switch_boards|laws:law_command_economy"
"centralization","era_7","society","Centralization","Centralisation","By centralizing administrative tasks within a logical hierarchy, standards of government operation can be developed that put achievements previously thought impossible within reach.","En centralisant les tâches administratives au sein d’une hiérarchie logique, il est possible d’établir des normes pour l’administration gouvernementale, afin de rendre possibles des opérations que l’on croyait impossibles.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=tech_bureaucracy nationalism; unlocks=none"
"chemical_warfare","era_12","military","Chemical Warfare","Guerre chimique","Certain chemical combinations produce adverse or even fatal effects when humans are exposed to them. Weaponizing this brings a whole new horrific aspect to warfare. ","Certaines combinaisons chimiques produisent des effets indésirables, voire mortels, quand des personnes y sont exposées. L’utilisation de ces produits à des fins militaires donne un nouvel aspect terrifiant à la guerre. ","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=trench_works; unlocks=none"
"civilizing_mission","era_8","society","Civilizing Mission","Mission civilisatrice","It falls on our great nation's shoulders to shine the light of modernity into every uncivilized corner of the world, to educate and instill in the less developed peoples the divine values of our glorious culture.","Il incombe à notre grande nation d’insuffler un vent de modernité dans tous les recoins sauvages du monde, d’éduquer les peuples moins développés et de leur instiller les valeurs divines de notre glorieuse culture.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=quinine nationalism colonization abolitionist_mobilization; unlocks=buildings:building_panama_canal"
"combustion_engine","era_9","production","Combustion Engine","Moteur à combustion","A combustion engine allows fuel to be turned directly into mechanical power, based on combustions taking place inside the engine constantly.","Un moteur à combustion permet de transformer directement le carburant en puissance mécanique grâce aux combustions qui se produisent en permanence à l’intérieur du moteur.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rotary_valve_engine; unlocks=buildings:building_automotive_industry|production_methods:pm_assembly_lines_building_automotive_industry|production_methods:pm_automobile_production|production_methods:pm_aeroplane_production|production_methods:pm_public_motor_carriages|production_methods:pm_chainsaws|production_methods:pm_combustion_derricks|production_methods:pm_all_metal_aircraft|production_methods:pm_scientific_management_automotive_industry"
"compression_ignition","era_11","production","Compression Ignition","Allumage par compression","A compression ignition engine ignites the fuel by compressing air and has the highest thermal efficiency of any engine.","Un moteur à allumage par compression enflamme le carburant en comprimant l’air et possède le rendement thermique le plus élevé de tous moteurs.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=combustion_engine mechanized_farming; unlocks=production_methods:pm_diesel_engines|production_methods:pm_mass_automobile_production|production_methods:pm_compression_ignition_tractors|production_methods:pm_diesel_pump_building_coal_mine|production_methods:pm_diesel_pump_building_iron_mine|production_methods:pm_diesel_pump_building_lead_mine|production_methods:pm_diesel_pump_building_sulfur_mine|production_methods:pm_diesel_pump_building_gold_mine|production_methods:pm_diesel_pump_building_salt_mine|production_methods:pm_diesel_trains|production_methods:pm_diesel_trains_principle_transport_3|production_methods:pm_diesel_pump_building_copper_mine|production_methods:pm_diesel_pump_building_bauxite_mine|production_methods:pm_diesel_pump_building_phosphate_mine"
"concrete_dockyards","era_10","military","Concrete Dockyards","Chantiers navals en béton","Sturdy and cheap, concrete allows for the construction of far larger piers that are able to support far heavier freight loads.","Robuste et bon marché, le béton permet de construire des quais plus larges capables de soutenir des charges bien plus lourdes.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=floating_harbor; unlocks=production_methods:pm_modern_port"
"concrete_fortifications","era_11","military","Concrete Fortifications","Fortifications en béton","By introducing concrete into fortifications it is possible to make strong entrenched positions very quickly.","En introduisant du béton dans les fortifications, il est possible de construire très rapidement de solides retranchements.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=defense_in_depth casemated_fortifications; unlocks=production_methods:pm_naval_fortification_advanced"
"conveyors","era_10","production","Conveyors","Convoyeur","By applying motors to belts it is possible to create platforms that move goods along them without the use of human labor.","En ajoutant un groupe de motorisation à une bande transporteuse, il est possible de créer des plateformes pour déplacer les marchandises sans intervention humaine.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=vulcanization shift_work electrical_generation; unlocks=production_methods:pm_assembly_lines_building_furniture_manufactory|production_methods:pm_assembly_lines_building_tooling_workshop|production_methods:pm_assembly_lines_building_motor_industry|production_methods:pm_assembly_lines_building_automotive_industry|production_methods:pm_assembly_lines_building_arms_industry|production_methods:pm_assembly_lines_building_munition_plant"
"corporate_charters","era_4","society","Corporate Charters","Chartes d’entreprise","Companies whose assets and incomes are separate from that of their owners and investors, thereby mitigating personal risks while encouraging entrepreneurship.","Sociétés dont les actifs et les revenus sont distincts de ceux de leurs propriétaires et investisseurs, ce qui réduit les risques personnels tout en encourageant l’entrepreneuriat.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=stock_exchange; unlocks=none"
"corporate_management","era_10","society","Corporate Governance","Gouvernement d’entreprise","By synergistically introducing higher degrees of streamlining, professionalization, and scientification within our existing corporate culture, we can expect to leverage substantially maximized revenue and collaboratively evolve the industry through the seamless visualization of efficient initiatives.","En introduisant de façon synergique des degrés plus élevés de rationalisation, de professionnalisation et de scientifisation au sein de notre culture d’entreprise existante, nous pouvons nous attendre à maximiser nos revenus et à faire évoluer l’industrie en collaboration grâce à la visualisation d’initiatives efficaces.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=investment_banks; unlocks=production_methods:pm_scientific_management|production_methods:pm_scientific_management_automotive_industry|production_methods:pm_scientific_management_electrics_industry"
"corporatism","era_9","society","Corporatism","Corporatisme","An approach towards social relations based on collaboration between different corporate groups in society, with the ultimate goal of superseding conflict between classes.","Une approche des relations sociales basée sur la collaboration entre les groupes corporatifs de la société afin d’ultimement dépasser les conflits entre les classes.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=labor_movement nationalism; unlocks=laws:law_corporate_state|laws:law_social_monarchy"
"currency_standards","era_7","society","Currency Standards","Monnaie standardisée","By establishing a standardized currency the population can be taxed in a uniform fashion, collecting tax via currency rather than labor or goods.","En établissant une monnaie standardisée, il est possible de taxer la population de façon uniforme, en collectant les impôts par le biais de la monnaie plutôt que par le travail ou les biens.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=international_trade centralization; unlocks=none"
"defense_in_depth","era_11","military","Defense in Depth","Défense en profondeur","By making multiple lines of defense, it is possible to spread out and slow down the enemy and sometimes even envelop them.","En établissant plusieurs lignes de défense, il est possible de disperser et de ralentir l’ennemi, voire de l’encercler.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=trench_works automatic_machine_guns; unlocks=none"
"democracy","era_7","society","Democracy","Démocratie","Democracy is at its heart the idea that the population of a country get to choose how their country is run, through voting or other means. ","La démocratie défend l’idée que la population d’un pays a le droit de choisir la façon dont celui-ci est gouverné, par le biais du vote ou d’autres moyens. ","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rationalism; unlocks=none"
"destroyer","era_11","military","Destroyer","Destroyer","Lighter vessels, equipped with torpedoes and smaller guns, are just as important in modern navies as capital ships.","Les navires plus légers, équipés de torpilles et de canons plus petits, sont tout aussi importants dans les marines modernes que les navires capitaux.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=monitor_tech; unlocks=none"
"dialectics","era_7","society","Dialectics","Dialectique","Applying philosophical concepts to material conditions produces may create novel concepts, and perhaps new political ideas.","L’application des concepts philosophiques aux conditions matérielles peut créer de nouveaux concepts, et peut-être de nouvelles idées politiques.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=empiricism; unlocks=none"
"dough_rollers","era_12","production","Dough Rollers","Laminoirs","To produce all the food demanded by a rapidly-growing population, traditional bakers won't suffice any longer.","Pour produire toute la nourriture demandée par une population en pleine croissance, les boulangers traditionnels ne suffiront plus.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=conveyors; unlocks=production_methods:pm_automated_bakery"
"dreadnought_tech","era_11","military","Dreadnought","Frégate","By making a warship with only heavy caliber guns and steam propulsion, it is possible to overpower all other types of ship.","En concevant un navire de guerre doté uniquement de canons de gros calibre et d’une propulsion à vapeur, il est possible de surpasser tous les autres types de navires.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=pre_dreadnought_tech; unlocks=none"
"drydocks","era_7","military","Drydocks","Cales sèches","Creating enclosed areas where ships can be docked on dry land allows for easier and more thorough maintenance of cargo vessels and warships alike.","La création d’espaces clos où les navires peuvent être amarrés sur la terre ferme permet un entretien plus facile et plus approfondi des navires de marchandises et de guerre.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=navigation; unlocks=none"
"dynamite","era_8","production","Dynamite","Dynamite","By applying a stabilizing agent to nitroglycerin it is possible to make a much safer and more reliable explosive.","En appliquant un agent qui stabilise la nitroglycérine, il est possible de fabriquer un explosif bien plus sûr et plus fiable.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=nitroglycerin; unlocks=production_methods:pm_vacuum_evaporation|production_methods:pm_explosive_shells|production_methods:pm_dynamite_building_coal_mine|production_methods:pm_dynamite_building_iron_mine|production_methods:pm_dynamite_building_lead_mine|production_methods:pm_dynamite_building_sulfur_mine|production_methods:pm_dynamite_building_gold_mine|production_methods:pm_dynamite_building_salt_mine|production_methods:pm_dynamite_building_copper_mine|production_methods:pm_dynamite_building_bauxite_mine|production_methods:pm_dynamite_building_phosphate_mine"
"egalitarianism","era_9","society","Egalitarianism","Égalitarisme","Egalitarianism is the doctrine of the equality of mankind and the desirability of political, economic and social equality.","L’égalitarisme est la doctrine prônant l’égalité entre les hommes et la volonté d’une égalité politique, économique et sociale.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=feminism; unlocks=laws:law_multicultural"
"electric_arc_process","era_10","production","Electric Arc Process","Procédé à arc électrique","By putting an electric arc through metal it is possible to smelt it more quickly and efficiently.","En passant un arc électrique à travers le métal, il est possible de le faire fondre plus rapidement et plus efficacement.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=open_hearth_process; unlocks=production_methods:pm_electric_arc_process|production_methods:pm_electric_arc_process_alloying"
"electric_railway","era_10","production","Electric Railways","Chemins de fer électriques","By using electricity to power the trains rather than steam, it is possible to have a much more reliable rail system.","En utilisant l’électricité plutôt que la vapeur pour faire fonctionner les trains, il est possible de développer un système ferroviaire bien plus efficace.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=electrical_capacitors steel_railway_cars; unlocks=production_methods:pm_electric_engines|production_methods:pm_refrigerated_rail_cars_building_livestock_ranch|production_methods:pm_log_carts|production_methods:pm_refrigerated_rail_cars_building_fishing_wharf|production_methods:pm_refrigerated_rail_cars_building_whaling_station|production_methods:pm_electric_trains|production_methods:pm_electric_trains_principle_transport_3"
"electric_telegraph","era_7","military","Electric Telegraph","Télégraphe électrique","Through the use of simple electric pulses, messages can be rapidly transmitted through codes across vast distances. Officers in a stuffy office can send commands to armies on the far side of the world instantaneously. What hath God wrought?","Grâce à de simples impulsions électriques, des messages peuvent être rapidement transmis de manière codée sur de grandes distances. Des officiers dans un bureau guindé peuvent envoyer instantanément des ordres à des armées à l’autre bout du monde. Qu’est-ce que Dieu a fait ?","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=logistics; unlocks=none"
"electrical_capacitors","era_9","production","Electrical Capacitors and Networks","Condensateurs et réseaux électriques","Advances in electrical regulation and storage enable more reliable industrial use of electrically powered machinery.","Les progrès dans le stockage et la régulation du courant électrique permettent l'utilisation industrielle de machines électriques plus fiables.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/replace/1776_overrides_l_english.yml; fr=localization/french/replace/1776_overrides_l_french.yml; prerequisites=electrical_generation mechanized_weaving advanced_spinning; unlocks=production_methods:pm_electric_sewing_machines|production_methods:pm_automatic_power_looms|production_methods:pm_brine_electrolysis|production_methods:pm_brine_electrolysis_building_chemical_works|production_methods:pm_electric_mine_ventilation_building_bauxite_mine|production_methods:pm_electrical_precision_machinery|production_methods:pm_electric_mine_ventilation|production_methods:pm_unit_electric_drive_building_steel_mill|production_methods:pm_unit_electric_drive_building_tooling_workshop|production_methods:pm_unit_electric_drive_building_paper_mill|production_methods:pm_unit_electric_drive_building_glassworks|production_methods:pm_unit_electric_drive_building_motor_industry|production_methods:pm_tabulating_offices"
"electrical_generation","era_9","production","Electrical Generation","Production d’électricité","It is possible to capture the very essence of lightning and use it to power all sorts of different types of machinery.","Il est possible de capturer l’essence même de la foudre et de l’utiliser pour alimenter toutes sortes de machines.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=rotary_valve_engine; unlocks=buildings:building_power_plant|production_methods:pm_electric_fencing|production_methods:electric_rollers|production_methods:pm_electric_streetlights|production_methods:pm_early_power_plant|production_methods:pm_electric_saw_mills"
"elevator","era_10","society","Elevators","Ascenseur","Through a complex system of weights and pulleys, it possible to raise people and objects to desired heights at will.","Grâce à un système complexe de poids et de poulies, il est possible de transporter à volonté des personnes et des objets jusqu’à une certaine hauteur.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=steel_frame_buildings; unlocks=production_methods:pm_arcades"
"empiricism","era_7","society","Empiricism","Empirisme","An epistemological philosophy deriving knowledge from empirical evidence, information gathered from experiences rather than cultural norms or religious beliefs.","Philosophie épistémologique selon laquelle les connaissances dérivent de preuves empiriques, d’informations acquises lors des expériences plutôt que de normes culturelles ou de croyances religieuses.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=academia; unlocks=none"
"enclosure","era_4","production","Enclosure","Enclos","The merger of subsistence plots into enclosed, privately owned fields permits for more organized agriculture and the use of arable land for growing cash crops rather than food.","La fusion des parcelles de subsistance en champs clos et privés permet une meilleure organisation de l’agriculture et l’utilisation de terres arables pour des cultures de rente plutôt que des cultures alimentaires.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=none; unlocks=none"
"enlistment_offices","era_8","military","Enlistment Offices","Bureaux de recrutement militaire","Offices built to attract recruits help immensely with bolstering the nation's military manpower.","Les bureaux construits pour attirer les recrues contribuent grandement à renforcer les effectifs militaires de la nation.","BAD_TRANSLATION","YES","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=logistics corps_organization; unlocks=laws:law_mass_conscription"
"feminism","era_8","society","Feminism","Féminisme","Feminism is an ideology concerned with advancing social, economic, and political equality for women. Feminists believe that women should have the same legal rights as men to own property, work, and participate in politics.","Le féminisme est une idéologie prônant l’égalité sociale, économique et politique des femmes et des hommes. Les féministes sont convaincus que les femmes devraient avoir les mêmes droits que les hommes, par exemple accéder à la propriété, travailler ou encore participer à la vie politique.","OK","NO","NO","MOD_MODIFIED; definition=common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt; en=localization/english/inventions_l_english.yml; fr=localization/french/inventions_l_french.yml; prerequisites=human_rights; unlocks=none"
