TAG,Country,Technology_ID,Current_Status,Historical_Target,Action,Confidence,Tree_Blocker,Classification_Blocker,Reason,Source_1,Source_2
HYD,Hyderabad,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,selective_breeding,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
HYD,Hyderabad,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/at-empires-end-the-nizam-hyderabad-and-eighteenthcentury-india/A19C9D4C7DD0313FCDAA25F27E745585,https://www.iranicaonline.org/articles/hyderabad/
HYD,Hyderabad,cotton_gin,ABSENT,UNRESOLVED,PENDING_CLASSIFICATION,HIGH,,cotton_gin,"Le churka/charki à rouleaux est une technologie indienne de longue durée antérieure à 1776. Le nœud C représente donc au moins partiellement une capacité déjà établie, alors que son parent mechanized_spinning encode un chemin industriel européen inadapté.",https://cambridgeblog.org/2013/06/making-cotton-the-tools-of-the-trade/,https://www.govinfo.gov/content/pkg/GOVPUB-A-PURL-gpo22043/pdf/GOVPUB-A-PURL-gpo22043.pdf
HYD,Hyderabad,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
HYD,Hyderabad,institutionalized_public_credit,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/issue/1E99573269205F5466FE9174400A6248,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/article/abs/indigenous-banking-firms-in-mughal-india-a-reply/596A0E16A1594F621B57FED26A82526F
HYD,Hyderabad,light_infantry_tactics,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/at-empires-end-the-nizam-hyderabad-and-eighteenthcentury-india/A19C9D4C7DD0313FCDAA25F27E745585,https://www.iranicaonline.org/articles/hyderabad/
HYD,Hyderabad,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/at-empires-end-the-nizam-hyderabad-and-eighteenthcentury-india/A19C9D4C7DD0313FCDAA25F27E745585,https://www.iranicaonline.org/articles/hyderabad/
HYD,Hyderabad,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
HYD,Hyderabad,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
HYD,Hyderabad,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/at-empires-end-the-nizam-hyderabad-and-eighteenthcentury-india/A19C9D4C7DD0313FCDAA25F27E745585,https://www.iranicaonline.org/articles/hyderabad/
IBO,Igbo,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
IBO,Igbo,organized_textile_production,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/history-in-africa/article/abs/what-africans-got-for-their-slaves-a-master-list-of-european-trade-goods1/DAD83A839DB71F6AF2E44A9A9E455543
IBO,Igbo,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
IBO,Igbo,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/decline-or-survival-iron-production-in-west-africa-from-the-seventeenth-to-the-twentieth-centuries/DB53AF615BFC1FB0B7F677C61059517A,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721
IDA,Idar,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
IDA,Idar,organized_textile_production,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/trading-world-of-asia-and-the-english-east-india-company/company-and-the-indian-textile-industry/E9EB1D6724C3227D2343EAD0B0B34BAC,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IDA,Idar,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
IDA,Idar,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
IDA,Idar,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IDA,Idar,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
IND,Indore,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,selective_breeding,advanced_crop_rotations,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IND,Indore,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
IND,Indore,cotton_gin,ABSENT,UNRESOLVED,PENDING_CLASSIFICATION,HIGH,,cotton_gin,"Le churka/charki à rouleaux est une technologie indienne de longue durée antérieure à 1776. Le nœud C représente donc au moins partiellement une capacité déjà établie, alors que son parent mechanized_spinning encode un chemin industriel européen inadapté.",https://cambridgeblog.org/2013/06/making-cotton-the-tools-of-the-trade/,https://www.govinfo.gov/content/pkg/GOVPUB-A-PURL-gpo22043/pdf/GOVPUB-A-PURL-gpo22043.pdf
IND,Indore,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/39A25B0F82EFFEA94FF4829A1310B3A0,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IND,Indore,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.sugar.org/sugar/history/,https://www.nature.com/articles/148465c0
IND,Indore,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IND,Indore,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/books/cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IND,Indore,traditional_papermaking,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://handmadeinrajasthan.rajasthan.gov.in/content/industries/handmadeinrajasthandepartment/artandcraft/papercraft0/handmadepaperprocess.html,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5
IND,Indore,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5
ION,Ionian Islands,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://books.openedition.org/efa/9085,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
ION,Ionian Islands,commercial_insurance_markets,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,institutionalized_public_credit,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://books.openedition.org/efa/9085,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
ION,Ionian Islands,light_infantry_tactics,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://books.openedition.org/efa/9085,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
ION,Ionian Islands,regulated_small_arms,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://books.openedition.org/efa/9085,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
ION,Ionian Islands,scientific_fortification_siegecraft,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.tabedizioni.it/web/content/174084,
ION,Ionian Islands,shaft_mining,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://books.openedition.org/efa/9085,https://www.cambridge.org/core/journals/byzantine-and-modern-greek-studies/article/abs/westernisation-in-the-eighteenthcentury-ottoman-empire-how-far-how-fast/1B61F340FB3AA2A6150F4B92A604909A
ION,Ionian Islands,state_dockyard_systems,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.tabedizioni.it/web/content/174084,https://www.projectcorfu.com/venetian-shipyard.html?lang=en
ION,Ionian Islands,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://helios.eie.gr/helios/handle/10442/17831,
IQU,Iquicha,applied_mineralogy,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
IQU,Iquicha,distillation,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
IQU,Iquicha,improved_husbandry,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
IQU,Iquicha,light_infantry_tactics,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,regulated_small_arms,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
IQU,Iquicha,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://whc.unesco.org/en/list/420,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/latin-america-17001870/C8AEB15FB4841B919B5827F7847FC0CF
IQU,Iquicha,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://whc.unesco.org/en/list/420,https://whc.unesco.org/en/tentativelists/6263/
IR1,Mamluk Iraq,codified_practical_knowledge,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,"institutionalized_scientific_exchange,periodical_print_networks",,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,light_infantry_tactics,ABSENT,PRESENT,ADD,MEDIUM,,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,regulated_small_arms,ABSENT,PRESENT,PENDING_TREE_FIX,MEDIUM,scientific_fortification_siegecraft,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,shaft_mining,PRESENT,ABSENT,REMOVE,LOW,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,standardized_field_artillery,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80
IR1,Mamluk Iraq,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.jstage.jst.go.jp/article/ajames/20/2/20_2_221/_article/-char/en
IR1,Mamluk Iraq,traditional_furniture_making,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/ottoman-shipping-in-the-indian-ocean-circa-16501900/434125ABA76399828893476152D21D8E,https://www.jstage.jst.go.jp/article/ajames/20/2/20_2_221/_article/-char/en
IRC,Iron Confederacy,improved_husbandry,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://whc.unesco.org/en/list/420,
IRC,Iron Confederacy,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://whc.unesco.org/en/list/420,
IREK,Kingdom of Ireland,advanced_crop_rotations,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,selective_breeding,advanced_crop_rotations,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,industrial_canals,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,turnpike_road_networks,industrial_canals,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://archive.waterwaysireland.org/history-of-the-waterways/9/the-history-of-the-grand-canal,https://www.rds.ie/about-rds/governance/rds-history
IREK,Kingdom of Ireland,international_relations,PRESENT,ABSENT,REMOVE,MEDIUM,,,REVIEW arbitré ABSENT : les indices restent sectoriels/frontière ou insuffisants pour le seuil national du nœud.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,light_infantry_tactics,ABSENT,PRESENT,ADD,MEDIUM,,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,medical_degrees,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,medical_degrees,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.tcd.ie/medicine/about-us/history-of-the-school/,https://www.rds.ie/about-rds/governance/rds-history
IREK,Kingdom of Ireland,military_topographic_surveying,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,permanent_engineer_services,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.nam.ac.uk/explore/corps-royal-engineers,https://www.rds.ie/about-rds/governance/rds-history
IREK,Kingdom of Ireland,permanent_military_hospitals,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,regulated_small_arms,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.rds.ie/about-rds/governance/rds-history,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
IREK,Kingdom of Ireland,scientific_fortification_siegecraft,ABSENT,PRESENT,ADD,MEDIUM,,,"REVIEW arbitré PRESENT après confrontation du statut historique, de la confiance, du motif et du seuil gameplay.",https://www.rds.ie/about-rds/governance/rds-history,https://www.nam.ac.uk/explore/corps-royal-engineers
IREK,Kingdom of Ireland,standardized_field_artillery,ABSENT,PRESENT,ADD,HIGH,,,KEEP interprété selon le statut régional documenté; le statut local est recalculé séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,sugar_refining,ABSENT,PRESENT,PENDING_CLASSIFICATION,HIGH,,sugar_refining,REVIEW arbitré PRESENT pour la capacité traditionnelle; les PM modernes attachés au nœud restent un bloqueur de classification.,https://www.scielo.org.mx/scielo.php?pid=S0187-893X2012000200010&script=sci_arttext,https://www.sugar.org/sugar/history/
IREK,Kingdom of Ireland,traditional_food_processing,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,traditional_furniture_making,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,traditional_glassmaking,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://digitalarchive.rds.ie/exhibits/show/artcollection/originsandobjectives
IREK,Kingdom of Ireland,traditional_papermaking,ABSENT,PRESENT,ADD,HIGH,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,urbanization,PRESENT,ABSENT,REMOVE,HIGH,,,Nœud de compatibilité vide ou paquet gameplay moderne : aucune distribution historique automatique en 1776.,https://www.rds.ie/about-rds/governance/rds-history,https://www.tcd.ie/medicine/about-us/history-of-the-school/
IREK,Kingdom of Ireland,variolation_networks,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://historyireland.com/vaccination-in-ireland-the-evolution-of-a-process/,https://www.tcd.ie/medicine/about-us/history-of-the-school/
ISQ,Isaaq,distillation,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
ISQ,Isaaq,improved_agricultural_implements,ABSENT,PRESENT,PENDING_CLASSIFICATION,MEDIUM,,improved_agricultural_implements,REVIEW arbitré PRESENT : capacité institutionnelle ou productive établie avant le 1er janvier 1776.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
ISQ,Isaaq,shaft_mining,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
ISQ,Isaaq,systematic_administrative_statistics,PRESENT,ABSENT,REMOVE,MEDIUM,,,REMOVE régional historiquement justifié.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
ISQ,Isaaq,traditional_food_processing,ABSENT,PRESENT,ADD,MEDIUM,,,ADD régional historiquement justifié; l’arbre est évalué séparément.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006
