TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Synthesis_Action,Synthesis_Note,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2,Research_Source
MAS,Mascara,Africa,Maghreb occidental,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,—,"bâtiment:building_construction_sector, bâtiment:building_urban_center","Conserver uniquement comme abstraction de bourgs, marchés, construction et concentration de population; ne pas lire ce nœud comme une urbanisation industrielle.",https://www.cambridge.org/core/books/history-of-algeria/ecologies-societies-cultures-and-the-state-15161830/6C59DEAD9F70913EC060EDD1465FA6A5,https://www.cambridge.org/core/books/abs/cambridge-history-of-islam/north-africa-in-the-sixteenth-and-seventeenth-centuries/4B2F63A65160CF588F520BEE5F57AC87,TECH_START_1776_AFRICA_MATRIX.csv
MBB,Mahra,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Arabie du Sud — Mahra,tier_6,KEEP_TIER,,improved_husbandry,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,—,"production, era_1, classe A; déblocages: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry.",Agriculture et élevage organisés sont antérieurs à 1776 dans l’ensemble de ces sociétés; le nœud reste assez générique pour représenter ces capacités sans imposer une mécanisation.,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,TECH_START_1776_OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA_MATRIX.csv
MBB,Mahra,"Empire ottoman, Balkans, Moyen-Orient, Caucase et Asie centrale",Arabie du Sud — Mahra,tier_6,KEEP_TIER,,urbanization,TIER,KEEP,HIGH,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,Nœud/alias de compatibilité; ne pas l’interpréter comme une urbanisation industrielle du XIXe siècle.,"society, era_7, classe E; déblocages: bâtiment:building_construction_sector, bâtiment:building_urban_center.",Le nœud est explicitement signalé comme exception de compatibilité dans le CSV; le conserver évite de confondre architecture de l’arbre et capacité historique.,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/arabians-for-guns-wahhabi-matchlocks-world-trade-and-the-rise-of-the-first-saudi-state/3606B23BB80F31DF6FF46C8ACC0BE651,https://www.cambridge.org/core/journals/itinerario/article/tolerated-terror-rahmah-bin-jabir-and-the-age-of-revolutions-in-the-gulf-17601830/4C332006F7B0981A66C3728281C458F9,TECH_START_1776_OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,"Missing direct prerequisite(s): institutionalized_scientific_exchange, periodical_print_networks. Do not auto-add; either tolerate tree abstraction or revise this child in synthesis.",nœud sans déblocage direct majeur,"Pratiques artisanales, administratives et savoirs codifiés/oraux existent, mais le nœud agrège plusieurs formes de transmission; conserver sans ajouter automatiquement ses prérequis européens.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,—,"bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium…","Agriculture et/ou élevage sont structurants dans ce territoire en 1776; le nœud sert ici de socle agricole et pastoral, sans supposer une « révolution agricole » européenne.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,EXPLICIT,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,—,nœud sans déblocage direct majeur,"Commerce longue distance, diplomatie, tribut et relations interétatiques/avec des négociants étrangers rendent ce nœud plausible comme capacité politique.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,—,"PM:pm_craftsman_sewing, bâtiment:building_textile_mill",Filage/tissage et production textile organisée sont attestés dans la sous-région; le bâtiment de manufacture reste une abstraction de proto-industrie et d’artisanat spécialisé.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,scientific_fortification_siegecraft,ABSENT,ADD,MEDIUM,SECTORAL,ADD,Regional recommendation accepted.,—,"bâtiment:building_barrack, bâtiment:building_naval_fortification",Mombasa est un port fortifié majeur dans le système de l’océan Indien; la capacité est locale/sectorielle et ne suppose pas une école européenne complète du génie.,https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REVIEW,MEDIUM,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,—,"bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree…","Extraction minière et métallurgie existent dans plusieurs sociétés africaines, mais le nœud déverrouille un ensemble de mines à puits; il ne faut pas confondre métallurgie du fer, orpaillage ou carrières avec ce paquet gameplay.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,state_dockyard_systems,ABSENT,REVIEW,LOW,SECTORAL,LEAVE_ABSENT_CONSERVATIVE,REVIEW resolved conservatively: do not add a currently absent technology.,—,"bâtiment:building_naval_administration, bâtiment:building_shipyard","Commerce maritime et navigation sont établis, mais la preuve d’un chantier naval d’État correspondant au nœud est insuffisante; ne pas transformer une tradition dhow/portuaire en arsenal étatique sans source plus précise.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REVIEW,MEDIUM,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,—,"bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance","Le nœud représente à la fois administration, capacité fiscale, incorporation et statistiques d’État. Fiscalité/tribut peuvent être attestés sans justifier une statistique administrative systématique.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MBS,Mombasa,Africa,Côte swahilie et Mozambique septentrional,tier_5,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,—,"bâtiment:building_construction_sector, bâtiment:building_urban_center","Conserver uniquement comme abstraction de bourgs, marchés, construction et concentration de population; ne pas lire ce nœud comme une urbanisation industrielle.",https://82nd-and-fifth.metmuseum.org/toah/ht/09/afa.html,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/east-africa-the-expansion-of-commerce/8AE31B68FFE6ED0C29991E89FAB01006,TECH_START_1776_AFRICA_MATRIX.csv
MCR,Micronesia,Oceania and Pacific,Micronesia,tier_7,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,ABSENT,REVIEW,MEDIUM,ABSTRACT,LEAVE_ABSENT_CONSERVATIVE,REVIEW resolved conservatively: do not add a currently absent technology.,,Unlocks multiple farm/plantation/ranch buildings; sophisticated land management is relevant but not automatically equivalent to this agrarian package.,"Cultivation on islands/atolls is established, but the node's broad farm/plantation/ranch package is a poor fit for many Micronesian subsistence systems.",https://ocean.si.edu/human-connections/history-cultures/navigating-waters-micronesian-stick-charts,https://ich.unesco.org/en/RL/carolinian-wayfinding-and-canoe-making-01735,TECH_START_1776_OCEANIA_PACIFIC_MATRIX.csv
MCR,Micronesia,Oceania and Pacific,Micronesia,tier_7,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,ABSENT,ADD,MEDIUM,ESTABLISHED,ADD,Regional recommendation accepted.,,"No direct gameplay unlock; can abstract structured diplomacy, tribute, alliance and inter-polity relations.","Centuries-old long-distance canoe navigation supported inter-island social interaction and exchange. Because the node has no direct unlock, it is a defensible abstraction of those structured networks.",https://ich.unesco.org/en/RL/carolinian-wayfinding-and-canoe-making-01735,https://ocean.si.edu/human-connections/history-cultures/navigating-waters-micronesian-stick-charts,TECH_START_1776_OCEANIA_PACIFIC_MATRIX.csv
MCR,Micronesia,Oceania and Pacific,Micronesia,tier_7,REPLACE_WITH_EXPLICIT_SETUP,,traditional_food_processing,ABSENT,ADD,HIGH,ESTABLISHED,ADD,Regional recommendation accepted.,,Unlocks the food-industry building; interpret conservatively as organized traditional processing/preservation rather than a mechanized factory.,"Crop cultivation, fishing and island subsistence required established processing and preservation; this traditional node is a better fit than industrial tiers.",https://ocean.si.edu/human-connections/history-cultures/navigating-waters-micronesian-stick-charts,https://ich.unesco.org/en/RL/carolinian-wayfinding-and-canoe-making-01735,TECH_START_1776_OCEANIA_PACIFIC_MATRIX.csv
MDK,Mandinka,Africa,Sénégambie et vallée du Sénégal,tier_7,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,ABSENT,ADD,MEDIUM,ESTABLISHED,ADD,Regional recommendation accepted.,—,"bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium…",Le tier 7 vide efface une capacité agricole et/ou pastorale locale attestée à l’échelle de la sous-région; ADD restaure un socle de production sans attribuer une industrialisation européenne.,https://www.metmuseum.org/fr/essays/the-age-of-iron-in-west-africa,https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/import-of-firearms-into-west-africa-in-the-eighteenth-century/84E8BF080DACF066CC957D56271DC721,TECH_START_1776_AFRICA_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,"Missing game-tree prerequisite(s): institutionalized_scientific_exchange, periodical_print_networks. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.",Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,"The node is a broad, no-direct-unlock abstraction for codified administrative/practical knowledge. Literate state/corporate practice is plausible, but its missing print/scientific-exchange parents should not be granted automatically.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations",Pot-still distillation and related artisanal food processing were long-established before 1776; the node does not require later fractional/industrial distillation.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry",The gameplay node is the pre-mechanized agricultural base and farm/livestock organization. It is compatible with eighteenth-century agriculture; later tools and crop innovations remain separate frontier nodes.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,The polity participated in an eighteenth-century diplomatic order. The node has no direct gameplay unlock and does not imply modern international institutions.,https://www.cambridge.org/core/journals/central-european-history/article/abs/international-migration-germany-in-the-eighteenth-century/5D623136C2A329946EBC9B4607F2D208,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REVIEW,MEDIUM,FRONTIER,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Modifier: yes: unit_experience_gain_mult,Light-infantry doctrine was real in 1776 but uneven. The generic tier does not prove that this minor polity institutionalized the practice.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill","Urban and rural textile crafts/manufactures were established in the region before 1776; this node represents proto-industrial organization, not factory mechanization.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Missing game-tree prerequisite(s): scientific_fortification_siegecraft. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.,"Unlocks: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry","A generic tier should not imply Prussian-style regulated arms production for every minor state, free city, Swiss canton or Italian duchy. Local arsenals and procurement need tag-specific proof.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry",The generic tier grants a full mine-building package. The regional literature does not justify assuming comparable shaft-mining capacity for every small state or city-state; retain only after tag-specific confirmation.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REVIEW,MEDIUM,FRONTIER,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Unlocks: PM:pm_cannons,The node is a 1776-frontier capability and should not be inherited automatically by every tier-4 polity; specific artillery organization must be demonstrated.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","The polity had fiscal/administrative record systems, but the scale of “state statistics” varied sharply. Keep the gameplay administration access without reading it as Prussian/Austrian-level bureaucracy.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEC,Mecklenburg,Central Europe / German world / Italy,Mecklenburg,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,KEEP,HIGH,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center | Audit flag: COMPATIBILITY_EXCEPTION",The attached technology audit identifies this as a compatibility alias that unlocks basic construction/urban-center gameplay. Keeping it is not a historical claim that the polity had nineteenth-century urbanization.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,"Missing game-tree prerequisite(s): institutionalized_scientific_exchange, periodical_print_networks. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.",Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,"The node is a broad, no-direct-unlock abstraction for codified administrative/practical knowledge. Literate state/corporate practice is plausible, but its missing print/scientific-exchange parents should not be granted automatically.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations",Pot-still distillation and related artisanal food processing were long-established before 1776; the node does not require later fractional/industrial distillation.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry",The gameplay node is the pre-mechanized agricultural base and farm/livestock organization. It is compatible with eighteenth-century agriculture; later tools and crop innovations remain separate frontier nodes.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,The polity participated in an eighteenth-century diplomatic order. The node has no direct gameplay unlock and does not imply modern international institutions.,https://www.cambridge.org/core/journals/central-european-history/article/abs/international-migration-germany-in-the-eighteenth-century/5D623136C2A329946EBC9B4607F2D208,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
MEI,Saxe-Meiningen,Central Europe / German world / Italy,Thuringian / Saxon duchies,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REVIEW,MEDIUM,FRONTIER,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Modifier: yes: unit_experience_gain_mult,Light-infantry doctrine was real in 1776 but uneven. The generic tier does not prove that this minor polity institutionalized the practice.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
